front,back,unidad,materia,submateria,tipo,nivel
Relación entre Derecho y Poder.,"El Derecho organiza el poder estatal, limitándolo mediante reglas para evitar la arbitrariedad y proteger la libertad.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONCEPTO_DERECHO,CIVIL,AVANZADO
Analice la 'fórmula de Radbruch' sobre la injusticia extrema.,"Afirma que el Derecho extremadamente injusto no es Derecho, priorizando la justicia material sobre la seguridad jurídica.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONCEPTO_DERECHO,CIVIL,AVANZADO
¿Cómo interactúan la justicia y la seguridad jurídica?,A veces entran en tensión (ej. prescripción); el Derecho busca un equilibrio para no sacrificar la paz por un ideal inalcanzable.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONCEPTO_DERECHO,CIVIL,AVANZADO
Importancia de los derechos fundamentales en el concepto moderno.,"Hoy el Derecho no solo es norma válida, sino que debe garantizar contenidos mínimos de dignidad humana para ser legítimo.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONCEPTO_DERECHO,CIVIL,AVANZADO
Evolución del concepto de Derecho hacia el neoconstitucionalismo.,"El Derecho se entiende no solo como reglas, sino también como principios y valores que deben ser ponderados por el juez.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,CONCEPTO_DERECHO,CIVIL,AVANZADO
¿Qué es el ordenamiento jurídico?,"Es el conjunto unitario, jerarquizado y coherente de normas jurídicas que rigen en un Estado.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué significa que el ordenamiento sea unitario?,Que todas sus normas derivan su validez de una única norma fundamental o Constitución.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es la jerarquía normativa?,Estructura piramidal donde las normas inferiores deben respetar los preceptos de las normas superiores.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es una fuente del Derecho?,Todo hecho o acto del cual el ordenamiento hace depender la creación de normas jurídicas.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué son las fuentes formales?,"Los modos o formas en que el Derecho se manifiesta externamente (ej. ley, costumbre).",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué son las fuentes materiales?,"Factores políticos, sociales o económicos que influyen en el contenido de las futuras normas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es la plenitud del ordenamiento?,La pretensión de que el sistema tiene solución para todos los casos jurídicos que se presenten.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es la coherencia del ordenamiento?,Principio de que no deben existir contradicciones o antinomias entre las normas del sistema.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es la Constitución Política?,Norma suprema que organiza los poderes del Estado y garantiza los derechos fundamentales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
¿Qué es el Código Civil en Chile?,Cuerpo legal sistemático que regula las relaciones privadas generales de las personas.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,BASICO
Diferencia entre fuentes directas e indirectas.,Las directas encierran en sí la norma (ley); las indirectas ayudan a su interpretación o creación (doctrina).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
¿En qué consiste el principio de 'no contradicción'?,Regla lógica que impide que dos normas manden y prohíban la misma conducta al mismo tiempo para el mismo sujeto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Mecanismo de resolución de antinomias: Jerarquía.,La norma de rango superior prevalece sobre la de rango inferior ('Lex superior derogat legi inferiori').,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Mecanismo de resolución de antinomias: Especialidad.,La norma especial prevalece sobre la general en su ámbito específico ('Lex specialis derogat legi generali').,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Mecanismo de resolución de antinomias: Temporalidad.,La norma posterior deroga a la norma anterior en lo que sean incompatibles ('Lex posterior derogat legi priori').,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
¿Qué es la 'pirámide de Kelsen'?,Representación gráfica de la jerarquía normativa donde la Constitución está en la cúspide.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Importancia de la unidad del ordenamiento.,Asegura que el sistema sea un todo organizado y no una masa caótica de leyes contradictorias.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
¿Qué son las lagunas del Derecho?,Vacíos legales donde no existe una norma expresa para resolver un conflicto jurídico.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Función de los principios generales en el ordenamiento.,"Sirven para integrar lagunas, interpretar normas oscuras y dar fundamento al sistema.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,INTERMEDIO
Análisis de la plenitud hermética del ordenamiento.,"Es una ficción necesaria para obligar al juez a fallar siempre, recurriendo a la integración si falta ley.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
Crítica a la jerarquía pura en el pluralismo jurídico.,El pluralismo reconoce diversos centros de producción normativa que pueden no estar estrictamente jerarquizados.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
¿Cómo afecta la 'descodificación' a la unidad del sistema?,La creación de leyes especiales fuera del Código puede fragmentar el Derecho y dificultar su coherencia interna.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
Relación entre ordenamiento jurídico y soberanía estatal.,"El ordenamiento es la expresión jurídica de la soberanía, definiendo quién y cómo se ejerce el poder en el territorio.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
Papel de la Constitución como 'norma de normas'.,"No solo es jerárquicamente superior, sino que define los procesos de creación y validez de todo el resto del sistema.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
Impacto de los tratados de Derechos Humanos en la jerarquía.,"Su incorporación plantea si tienen rango constitucional o legal, afectando la estructura tradicional del ordenamiento.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,ORDENAMIENTO_JURIDICO,CIVIL,AVANZADO
¿Qué es la norma jurídica?,"Regla de conducta dictada por autoridad competente, de carácter general, bilateral y coercible.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Cuál es el fin de la norma jurídica?,"Garantizar la justicia, la seguridad y el orden social mediante la regulación de conductas externas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué significa que la norma sea heterónoma?,"Que es impuesta al sujeto por una voluntad ajena, independientemente de su propia aceptación.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué significa que la norma sea bilateral?,Que impone deberes a una parte y confiere facultades o derechos a otra.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es la coercibilidad?,La posibilidad de emplear la fuerza pública para asegurar el cumplimiento de la norma ante su violación.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es la coacción?,La aplicación efectiva de la fuerza física o sanción ante el incumplimiento de la norma.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué significa que la norma sea general?,"Que se dirige a todas las personas que se encuentren en la situación descrita, no a individuos particulares.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué significa que la norma sea abstracta?,"Que regula un tipo de conducta hipotética, no un hecho concreto ya ocurrido.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es la imperatividad de la norma?,"Carácter de mandato o exigencia que tiene la norma, obligando a los sujetos a su cumplimiento.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es la sanción jurídica?,Consecuencia desfavorable prevista por el ordenamiento ante el incumplimiento de un deber jurídico.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Por qué se dice que la norma jurídica es racional?,"Porque debe fundarse en la razón y buscar un fin justo, no el mero capricho del gobernante.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es el carácter 'estadual' de la norma?,Significa que la norma jurídica emana de los órganos del Estado autorizados para ello.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Qué es la norma jurídica positiva?,Aquella que ha sido efectivamente promulgada y está vigente en un sistema legal determinado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
¿Cuál es la función motivadora de la norma?,Incitar a los individuos a omitir conductas prohibidas y realizar las ordenadas mediante la amenaza de sanción.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,BASICO
Diferencia entre ley y norma jurídica.,La ley es la fuente formal (el continente); la norma jurídica es el contenido prescriptivo que de ella se extrae.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿En qué consiste la alteridad de la norma?,"Es el carácter social del Derecho, que regula la conducta del hombre en su relación con los demás.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Relación entre generalidad y el principio de igualdad.,"La generalidad asegura que la ley trate igual a quienes están en igual situación, evitando privilegios arbitrarios.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Diferencia entre imperatividad y coactividad.,La imperatividad es el deber de obediencia; la coactividad es la fuerza para imponerlo si se resiste.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Naturaleza de la norma: ¿Imperativo o juicio hipotético?,"Para Kelsen es un juicio hipotético ('Si es A, debe ser B'); para otros es un imperativo o mandato.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿En qué se distingue la norma jurídica del consejo?,El consejo es facultativo y busca el bien del aconsejado; la norma es obligatoria y busca el orden social.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Clasificación según la sanción: Normas perfectas.,Aquellas cuya infracción acarrea la nulidad absoluta del acto realizado.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Clasificación según la sanción: Normas imperfectas.,Aquellas que carecen de una sanción coactiva prevista (frecuentes en Derecho Internacional o Constitucional).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿Qué es una norma prohibitiva?,Aquella que impide la realización de un acto bajo cualquier circunstancia (ej. prohibición de condonar dolo futuro).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿Qué es una norma imperativa?,Aquella que obliga a realizar una conducta determinada (ej. pagar alimentos).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿Qué es una norma permisiva?,Aquella que otorga al sujeto una facultad o permiso para actuar lícitamente.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
¿Cómo opera la sanción en las normas más que perfectas?,"Además de la nulidad del acto, imponen una pena o castigo adicional al infractor.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,INTERMEDIO
Analice la coercibilidad como elemento esencial del Derecho.,"Es lo que distingue al Derecho de la Moral; sin la posibilidad de fuerza, el Derecho sería una mera sugerencia ética.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
Crítica a la teoría de la norma como mandato (Austin).,Se critica que no todas las normas son mandatos directos (ej. normas que otorgan potestades o definen conceptos).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
¿Cómo se manifiesta la abstracción en la resolución de casos?,El juez debe subsumir el hecho concreto en el supuesto abstracto de la norma para derivar la consecuencia.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
Relación entre heteronomía y legitimidad democrática.,"En democracia, la norma es heterónoma pero legítima porque los ciudadanos participan en la elección de sus creadores.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
¿Puede existir Derecho sin sanción? Analice.,"Aunque la sanción es central para la eficacia, existen normas (normas de competencia) que solo definen cómo crear otras normas.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
Impacto de la tecnología en la 'estatalidad' de la norma.,El auge de normativas transnacionales privadas (lex mercatoria digital) desafía el monopolio estatal de la producción jurídica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
"Análisis de la estructura 'Si A es, debe ser B' de Kelsen.","Enfatiza que el Derecho no describe hechos, sino que imputa consecuencias a presupuestos mediante un vínculo de deber ser.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
Diferencia entre la norma y la proposición normativa.,La norma es el mandato; la proposición es el enunciado descriptivo que hace la ciencia jurídica sobre ese mandato.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
¿Cómo influye la generalidad en la seguridad jurídica?,"Permite a los sujetos prever cómo actuará el Derecho ante situaciones futuras similares, evitando la incertidumbre.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,NORMA_JURIDICA,CIVIL,AVANZADO
¿Cuáles son los elementos de la norma jurídica?,"Sujetos, objeto, relación jurídica, consecuencia jurídica y finalidad.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Quién es el sujeto activo de la norma?,El titular del derecho o facultad que puede exigir el cumplimiento de la norma.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Quién es el sujeto pasivo de la norma?,El obligado a cumplir la prestación o conducta prescrita por la norma.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es el objeto de la norma jurídica?,"La conducta o prestación (dar, hacer o no hacer) que el sujeto debe realizar.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la consecuencia jurídica?,"El efecto que el ordenamiento vincula a la verificación del supuesto de hecho (ej. pena, nulidad).",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la esperanza de hecho?,"La hipótesis de conducta o acontecimiento que, al cumplirse, activa la consecuencia jurídica.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la relación jurídica?,"Vínculo entre dos o más sujetos regulado por la norma, donde uno es titular de un poder y otro de un deber.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la finalidad de la norma?,"El objetivo social o jurídico que la norma busca alcanzar (bien común, justicia).",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la prestación?,El contenido específico del deber jurídico del sujeto pasivo frente al sujeto activo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
¿Qué es la sanción como componente?,Es la consecuencia negativa prevista para el caso de incumplimiento del deber.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,BASICO
Diferencia entre supuesto de hecho y hecho jurídico.,El supuesto es la previsión abstracta en la norma; el hecho jurídico es el suceso real que encaja en esa previsión.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,INTERMEDIO
¿En qué consiste el vínculo de imputación?,Es el nexo lógico 'deber ser' que une el supuesto con la consecuencia en la norma jurídica.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,INTERMEDIO
¿Puede una norma tener varios supuestos de hecho?,"Sí, el ordenamiento suele prever diversas hipótesis que activan una misma consecuencia jurídica.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,INTERMEDIO
Relación entre derecho subjetivo y deber jurídico.,"Son las dos caras de la misma moneda en la relación jurídica: lo que es derecho para uno, es deber para otro.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,COMPONENTES_NORMA,CIVIL,INTERMEDIO
