front,back,unidad,materia,submateria,tipo,nivel
¿Qué es buena fe objetiva? (Art. 1546).,Estándar de comportamiento leal en tráfico jurídico.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la caducidad como límite?,Extinción automática por no realizar acto en plazo fatal.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el principio de prioridad?,"'Prior tempore, potior iure' (Primero en tiempo, mejor en derecho).",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el interés general como límite?,Sacrificio individual en favor de estabilidad/progreso estatal.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Cuál es el efecto del ejercicio abusivo?,Indemnizar perjuicios y cese de conducta.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
Analice abuso del derecho clásico.,Criterio subjetivo: intención de dañar al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Analice abuso del derecho moderno.,Criterio objetivo: desviación del fin social/económico del derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Requisitos de Teoría de Actos Propios.,1. Conducta válida; 2. Confianza generada; 3. Contradicción dañina.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Relación buena fe y 'exceptio doli'.,Freno a quien ejerce derecho de forma maliciosa.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Límite: buena fe de los terceros.,Impide anular actos de terceros de buena fe al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Abuso en Propiedad Horizontal.,Límite a modificaciones que afecten estética/seguridad común.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Límites legales vs convencionales.,Legales por norma general; Convencionales pactados por partes.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Función social en la CPR.,Permite expropiación/limitación por utilidad pública/ambiente.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Tutela de la apariencia.,Protección de quien confía en situación que parece jurídica.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Enriquecimiento sin causa como límite.,Impide lucro a costa ajena sin base legal al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Orden público económico.,Estado interviene limitando libertad contractual por interés social.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Ejercicio derechos de incapaces.,Requieren representantes para evitar daño al patrimonio.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Abuso vs Acto ilícito.,Ilícito es sin derecho; Abuso es con derecho excediendo fines.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Colisión acreedor vs mínimo deudor.,Inembargabilidad bienes básicos por dignidad humana.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Naturaleza responsabilidad abuso derecho.,Doctrina mayoritaria: responsabilidad extracontractual (Art. 2314).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Recepción actos propios en CS.,Aplicado para sancionar conductas incoherentes en arrendamiento.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Autonomía vs DD.HH. (Drittwirkung).,Contrato privado no puede violar derechos fundamentales básicos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Buena fe e integración del contrato.,Juez añade deberes de información/seguridad no escritos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Abuso en derechos 'absolutos'.,Ningún derecho es tan absoluto que permita daño injustificado.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Teoría imprevisión como límite.,Revisar contratos si hay excesiva onerosidad extraordinaria.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Prescripción en derechos personalidad.,Imprescriptibles por dignidad; acción indemnización si prescribe.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Abuso en acciones judiciales.,Sanción a litigancia temeraria sin fundamento real.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Equidad natural en colisión derechos.,Criterio de cierre si normas positivas no dan jerarquía clara.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Proporcionalidad en derechos potestativos.,Evita daños desproporcionados al interés perseguido.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
¿Qué es el ejercicio de un derecho? (Variante 1),Uso de facultades para satisfacer el interés del titular.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué son los límites de los derechos? (Variante 1),Fronteras para evitar daños a otros o al bien común.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la buena fe en el ejercicio? (Variante 1),"Actuar con rectitud, lealtad y honestidad.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el abuso del derecho? (Variante 1),Ejercicio legal que excede límites de moral o fin social.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la teoría de actos propios? (Variante 1),Impide contradecir conductas anteriores para defraudar confianza.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
Aforismo de actos propios. (Variante 1),'Venire contra factum proprium non valet'.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la colisión de derechos? (Variante 1),Ejercicio de un derecho impide el ejercicio de otro ajeno.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el límite temporal (prescripción)? (Variante 1),Extinción de facultad de exigir por no uso en tiempo legal.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la función social de propiedad? (Variante 1),Obligación de armonizar dominio con intereses colectivos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es un límite intrínseco? (Variante 1),Deriva de la naturaleza y finalidad misma del derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es un límite extrínseco? (Variante 1),Proviene de factores externos: ley o derechos de terceros.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es buena fe objetiva? (Art. 1546). (Variante 1),Estándar de comportamiento leal en tráfico jurídico.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es la caducidad como límite? (Variante 1),Extinción automática por no realizar acto en plazo fatal.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el principio de prioridad? (Variante 1),"'Prior tempore, potior iure' (Primero en tiempo, mejor en derecho).",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Qué es el interés general como límite? (Variante 1),Sacrificio individual en favor de estabilidad/progreso estatal.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
¿Cuál es el efecto del ejercicio abusivo? (Variante 1),Indemnizar perjuicios y cese de conducta.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,BASICO
Analice abuso del derecho clásico. (Variante 1),Criterio subjetivo: intención de dañar al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Analice abuso del derecho moderno. (Variante 1),Criterio objetivo: desviación del fin social/económico del derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Requisitos de Teoría de Actos Propios. (Variante 1),1. Conducta válida; 2. Confianza generada; 3. Contradicción dañina.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Relación buena fe y 'exceptio doli'. (Variante 1),Freno a quien ejerce derecho de forma maliciosa.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Límite: buena fe de los terceros. (Variante 1),Impide anular actos de terceros de buena fe al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Abuso en Propiedad Horizontal. (Variante 1),Límite a modificaciones que afecten estética/seguridad común.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Límites legales vs convencionales. (Variante 1),Legales por norma general; Convencionales pactados por partes.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Función social en la CPR. (Variante 1),Permite expropiación/limitación por utilidad pública/ambiente.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Tutela de la apariencia. (Variante 1),Protección de quien confía en situación que parece jurídica.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Enriquecimiento sin causa como límite. (Variante 1),Impide lucro a costa ajena sin base legal al ejercer derecho.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Orden público económico. (Variante 1),Estado interviene limitando libertad contractual por interés social.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Ejercicio derechos de incapaces. (Variante 1),Requieren representantes para evitar daño al patrimonio.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Abuso vs Acto ilícito. (Variante 1),Ilícito es sin derecho; Abuso es con derecho excediendo fines.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Colisión acreedor vs mínimo deudor. (Variante 1),Inembargabilidad bienes básicos por dignidad humana.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,INTERMEDIO
Naturaleza responsabilidad abuso derecho. (Variante 1),Doctrina mayoritaria: responsabilidad extracontractual (Art. 2314).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Recepción actos propios en CS. (Variante 1),Aplicado para sancionar conductas incoherentes en arrendamiento.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Autonomía vs DD.HH. (Drittwirkung). (Variante 1),Contrato privado no puede violar derechos fundamentales básicos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Buena fe e integración del contrato. (Variante 1),Juez añade deberes de información/seguridad no escritos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Abuso en derechos 'absolutos'. (Variante 1),Ningún derecho es tan absoluto que permita daño injustificado.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Teoría imprevisión como límite. (Variante 1),Revisar contratos si hay excesiva onerosidad extraordinaria.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Prescripción en derechos personalidad. (Variante 1),Imprescriptibles por dignidad; acción indemnización si prescribe.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Abuso en acciones judiciales. (Variante 1),Sanción a litigancia temeraria sin fundamento real.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Equidad natural en colisión derechos. (Variante 1),Criterio de cierre si normas positivas no dan jerarquía clara.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
Proporcionalidad en derechos potestativos. (Variante 1),Evita daños desproporcionados al interés perseguido.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,EJERCICIO_Y_LIMITES,CIVIL,AVANZADO
¿Qué es un derecho real?,El que tenemos sobre una cosa sin respecto a determinada persona (Art. 577).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué es un derecho personal o crédito?,Aquel reclamable solo de personas que han contraído la obligación (Art. 578).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos patrimoniales?,Aquellos con valor económico y susceptibles de intercambio.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos extrapatrimoniales?,"Sin valor pecuniario directo, como derechos de la personalidad.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué es un derecho transmisible?,Aquel que pasa del titular fallecido a sus herederos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué es un derecho intransmisible?,Aquel que se extingue con la muerte del titular (ej. usufructo).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos absolutos?,Imponen un deber general de respeto a todos (erga omnes).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos relativos?,Solo vinculan a sujetos determinados (acreedor-deudor).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
Mencione ejemplos de derechos reales.,"Dominio, herencia, usufructo, servidumbres, prenda, hipoteca.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
Mencione ejemplos de derechos personales.,"Préstamo de dinero, derecho a recibir alimentos, etc.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos de la personalidad?,"Inherentes al ser humano por su naturaleza (ej. vida, honor).",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué son los derechos de familia?,Derivan de vínculos de parentesco o matrimonio.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué es un derecho presente?,Aquel ya incorporado al patrimonio del titular.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
¿Qué es un derecho accesorio?,Depende de la existencia de uno principal (ej. hipoteca).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
Diferencia real/personal (Art. 577 y 578).,Real es sobre cosa; Personal contra persona determinada.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Diferencie derechos absolutos de relativos.,Absolutos: abstención universal; Relativos: prestación específica.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Importancia distinción patrimonial/extrapatrimonial.,Patrimoniales comerciables/embargables; Extrapatrimoniales no.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Diferencie transmisibles de intransmisibles.,Transmisibles pasan a herederos; Intransmisibles mueren con la persona.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Analice clasificación por origen.,"Nacen de la ley, actos jurídicos (contratos) o hechos ilícitos.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Diferencie entre principales y accesorios.,Accesorio sigue suerte de lo principal (accesorium sequitur principale).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
¿Qué son los derechos potestativos?,Permiten modificar esfera ajena por sola voluntad (ej. desahucio).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Clasifique derechos por su objeto.,"Sobre cosas corporales, incorporales o sobre actos de terceros.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Diferencie usufructo de uso/habitación.,Usufructo permite frutos; uso/habitación limitado a necesidades.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Diferencie propiedad plena de nuda.,Plena incluye goce; Nuda solo disposición (goce en tercero).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
¿Qué son los derechos 'ad rem'?,Derechos personales en tránsito a convertirse en reales.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Inalienabilidad legal vs convencional.,Legal impuesta (Art. 1464); Convencional por pacto (discutida).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
Acciones reales vs personales.,Reales persiguen cosa; Personales exigen prestación a deudor.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,INTERMEDIO
¿Sujeto pasivo en el derecho real? (Tesis Planiol).,Sí: sujeto pasivo universal obligado a no perturbar.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Crítica a distinción real/personal.,Doctrina afirma que todos son relaciones entre personas con distintos objetos.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Naturaleza jurídica del derecho de herencia.,"Derecho real sobre universalidad jurídica, no cosas singulares.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Derechos extrapatrimoniales y daño moral.,Lesión (honor) da derecho a reparación pecuniaria (daño moral).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Transformación de derecho personal a real.,"Mediante tradición, el crédito se convierte en dominio.",DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Obligaciones propter rem.,Deberes del titular de un derecho real por serlo (ej. gastos comunes).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
Oponibilidad de derechos personales a terceros.,Regla inoponibles; Excepción fraude pauliano o contratos vigentes.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
¿Posesión es derecho subjetivo?,Bello dice es hecho (Art. 700); Doctrina discute por acciones otorgadas.,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,AVANZADO
¿Qué es un derecho real? (Variante 1),El que tenemos sobre una cosa sin respecto a determinada persona (Art. 577).,DERECHO_CIVIL_1,RELACION_JURIDICA_Y_DERECHOS_SUBJETIVOS,CLASIFICACION_DERECHOS,CIVIL,BASICO
