front,back,unidad,materia,submateria,tipo,nivel
Concepto: Potestad,Poder concedido por el ordenamiento para ser ejercido en beneficio de los intereses de otra persona (ej. patria potestad).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,TEORIA_GENERAL,CIVIL,BASICO
¿Cómo se diferencian los derechos absolutos de los relativos?,Los absolutos son oponibles erga omnes (frente a todos); los relativos solo frente a personas determinadas.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
Los derechos _____ son aquellos que la persona tiene por el solo hecho de existir; los _____ suponen un hecho o acto distinto a existir.,originarios / adquiridos,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué distingue la adquisición derivativa traslativa de la constitutiva?,La traslativa transmite el derecho íntegro; la constitutiva crea un derecho nuevo a partir de una facultad del original (ej. usufructo).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Qué es un derecho personalísimo?,Aquel que es intraspasable por acto entre vivos (transferencia) ni por causa de muerte (transmisión).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
¿En qué se diferencia la transferencia de la transmisión de un derecho?,La transferencia es el traspaso por acto entre vivos; la transmisión es por causa de muerte.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
Concepto: Derecho sujeto a modalidad,"Aquel cuyo nacimiento, exigibilidad o ejercicio está sujeto a una restricción como plazo, condición o modo.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
¿Qué caracteriza a los derechos patrimoniales?,Tienen un contenido de utilidad económica y son avaluables en dinero.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Cuáles son las dos grandes categorías de los derechos patrimoniales?,Derechos reales y derechos personales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué son los derechos de la personalidad?,"Derechos inherentes a la persona (ej. vida, honor) que son extrapatrimoniales, absolutos e imprescriptibles.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué establece el aforismo 'accesorium sequitur principale'?,Lo accesorio sigue la suerte de lo principal (la extinción del derecho principal extingue el accesorio).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
La modificación _____ de un derecho subjetivo supone el cambio de su titular.,subjetiva,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,TEORIA_GENERAL,CIVIL,INTERMEDIO
¿Qué diferencia existe entre la extinción y la pérdida de un derecho?,La extinción es la desaparición absoluta del derecho; la pérdida es su salida del patrimonio de un titular para pasar a otro.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,INTERMEDIO
¿Cuál es la fuente inmediata y directa de los derechos reales?,"Los modos de adquirir (ej. tradición, ocupación).",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
¿Cuál es la fuente inmediata y directa de los derechos personales?,"Las fuentes de las obligaciones (contrato, cuasicontrato, delito, cuasidelito, ley).",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
Concepto: Abuso del Derecho,Ejercicio de un derecho con el único fin de causar daño a otro o de manera contraria a su finalidad social.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
La teoría de los _____ impide a una persona pretender un derecho en contradicción con su conducta anterior que generó confianza en terceros.,actos propios,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
"Los límites _____ al ejercicio de los derechos provienen de la naturaleza del derecho, la buena fe y la función social.",intrínsecos,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Qué es la colisión de derechos?,Situación donde el ejercicio de un derecho por parte de un titular se ve impedido por el ejercicio de otro derecho por un titular distinto.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
¿Cuál es la diferencia entre prescripción extintiva y caducidad?,La prescripción extingue la acción; la caducidad extingue tanto el derecho como la acción y debe declararse de oficio.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
"Según el Art. 545 CC, ¿qué es una persona jurídica?","Una persona ficticia capaz de ejercer derechos y contraer obligaciones civiles, y de ser representada judicial y extrajudicialmente.",DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,BASICO
¿Cuáles son los dos elementos esenciales de una persona jurídica?,El elemento material (conjunto de personas o bienes) y el elemento ideal (reconocimiento de la autoridad).,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,INTERMEDIO
¿Qué postula la Teoría de la Ficción (Savigny) sobre las personas jurídicas?,"Que solo los seres humanos son naturalmente sujetos de derecho, y las personas jurídicas son creaciones artificiales del derecho positivo.",DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,INTERMEDIO
La teoría del _____ de Brinz y Bekker niega la personalidad jurídica afirmando que solo existen masas de bienes afectas a un fin.,patrimonio de afectación,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,AVANZADO
¿Cuál es la principal diferencia estructural entre una corporación y una fundación?,La corporación es una reunión de personas; la fundación es una afectación de bienes a un fin determinado.,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,BASICO
Las personas jurídicas de derecho _____ emanan directamente de la iniciativa de los particulares.,privado,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,AVANZADO
"Según el Art. 547 CC, ¿cuáles son ejemplos de personas jurídicas de derecho público?","La Nación, el Fisco, las Municipalidades, las Iglesias y las Comunidades Religiosas.",DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,INTERMEDIO
¿Cuándo se denomina al Estado como 'Fisco'?,Cuando interviene como titular de derechos subjetivos privados.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,TEORIA_GENERAL,CIVIL,AVANZADO
¿A partir de qué momento goza de personalidad jurídica una asociación o fundación bajo la Ley 20.500?,A partir de su inscripción en el Registro Nacional de Personas Jurídicas sin Fines de Lucro.,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,AVANZADO
"Las rentas de las asociaciones o fundaciones _____ podrán distribuirse entre los asociados, ni siquiera en caso de disolución.",no,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Qué establece el Art. 549 CC respecto a las deudas de una corporación?,"Las deudas de la corporación no dan derecho para demandarlas a los individuos que la componen, ni afectan sus bienes propios.",DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,BASICO
¿Puede una persona jurídica tener responsabilidad penal en Chile?,"Sí, excepcionalmente bajo la Ley 20.393 por delitos de lavado de activos, financiamiento del terrorismo y cohecho.",DERECHO_CIVIL_1,PERSONAS_JURIDICAS,RESPONSABILIDAD,CIVIL,INTERMEDIO
Definición de Persona Natural (Art. 55 CC):,"Todo individuo de la especie humana, cualquiera que sea su edad, sexo, estirpe o condición.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,PERSONA_NATURAL,CIVIL,INTERMEDIO
¿Cuándo comienza la existencia natural de la persona?,Con la concepción.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,PERSONA_NATURAL,CIVIL,INTERMEDIO
¿Cuáles son las tres condiciones para que comience la existencia legal (Art. 74 CC)?,1. Separación de la madre; 2. Separación completa; 3. Haber sobrevivido un momento siquiera.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
La criatura que muere en el vientre materno se reputa _____.,no haber existido jamás,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
Diferencia entre doctrina de vitalidad y viabilidad:,La vitalidad exige solo nacer vivo un momento; la viabilidad exige aptitud para seguir viviendo un tiempo mínimo.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,PERSONA_NATURAL,CIVIL,INTERMEDIO
¿Qué es la muerte presunta?,La declarada por el juez respecto de un individuo que ha desaparecido y de quien se ignora si vive o no.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,MUERTE_PRESUNTA,CIVIL,BASICO
Concepto: Atributos de la Personalidad,Propiedades o características inherentes a toda persona que siempre la acompañan.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
Enumere los 6 atributos de la personalidad mencionados en la doctrina:,"1. Capacidad de goce, 2. Nacionalidad, 3. Nombre, 4. Domicilio, 5. Estado civil, 6. Patrimonio.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,AVANZADO
¿Qué es la capacidad de goce?,La aptitud legal de una persona para adquirir derechos y contraer obligaciones.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,BASICO
¿Por qué se dice que no existen seres humanos sin capacidad de goce?,Porque la capacidad de goce se confunde con la personalidad; privar de ella es dejar de considerar a alguien persona.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
Definición de capacidad de ejercicio (Art. 1445 inc. 2 CC):,"Poderse obligar por sí misma, y sin el ministerio o autorización de otra.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
¿Quiénes son los absolutamente incapaces según el Art. 1447 CC?,"Los dementes, los impúberes y los sordos o sordomudos que no pueden darse a entender claramente.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_ESPACIO,CIVIL,BASICO
Los actos de los absolutamente incapaces no producen ni aun _____.,obligaciones naturales,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Quiénes son los relativamente incapaces?,Los menores adultos y los disipadores bajo interdicción de administrar lo suyo.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
Los incapaces relativos pueden actuar en la vida jurídica si son debidamente _____.,autorizados (o representados),DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,INTERMEDIO
¿Qué es una incapacidad de goce especial o particular?,La prohibición impuesta por la ley a ciertas personas para celebrar actos o contratos específicos (ej. compraventa entre cónyuges).,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,BASICO
Definición de Nacionalidad:,Vínculo jurídico que une a una persona con el Estado originando derechos y obligaciones recíprocas.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
El Art. 57 CC consagra la _____ entre chilenos y extranjeros en cuanto a la adquisición y goce de derechos civiles.,igualdad,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_ESPACIO,CIVIL,AVANZADO
¿Qué es el 'ius solis'?,Principio por el cual se adquiere la nacionalidad del Estado en cuyo territorio se nace.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_ESPACIO,CIVIL,BASICO
¿Qué es el 'ius sanguinis'?,"Principio por el cual se adquiere la nacionalidad de los padres, independientemente del lugar de nacimiento.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
¿Cómo se pierde la nacionalidad chilena por renuncia voluntaria?,Debe manifestarse ante autoridad competente y solo si la persona ya se nacionalizó en país extranjero.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_ESPACIO,CIVIL,AVANZADO
¿Cuál es la diferencia entre nacionalidad y ciudadanía?,La nacionalidad es el vínculo con el Estado; la ciudadanía es el derecho político a elegir y ser elegido (requiere 18 años y falta de pena aflictiva).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
Definición de Nombre (Art. 58 bis CC):,"Conjunto de palabras que sirve legalmente para identificar a una persona, formado por nombres propios y apellidos.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Cuáles son los dos elementos del nombre civil?,El nombre propio (o de pila) y el nombre de familia (apellido).,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
"Bajo la Ley 21.334, si los padres no acuerdan el orden de los apellidos al inscribir al primer hijo, el orden se determina por _____.",sorteo ante el Oficial del Registro Civil,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué ocurre con el orden de los apellidos de los hijos comunes posteriores al primero?,Deben inscribirse siempre con el mismo orden fijado para el primer hijo común.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
Mencione dos casos en que se permite el cambio de nombre bajo la Ley 17.344:,Cuando sean ridículos/menoscaben moralmente o cuando el solicitante ha sido conocido por más de 5 años con nombres distintos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Cuántas veces puede una persona solicitar el cambio de nombre por vía principal (Ley 17.344)?,Por una sola vez.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
El nombre civil es _____: no se pierde por no usarlo ni se gana por el uso prolongado de otro.,imprescriptible,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
Definición de Estado Civil (Art. 304 CC):,La calidad de un individuo en cuanto lo habilita para ejercer ciertos derechos o contraer ciertas obligaciones civiles.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,AVANZADO
¿Por qué se critica la definición legal de Estado Civil?,Por ser muy amplia y confundirse con el concepto de capacidad de ejercicio.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,AVANZADO
El estado civil es _____ e _____: no se puede tener dos estados civiles contradictorios respecto a una misma relación familiar.,uno / indivisible,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,AVANZADO
Mencione las tres fuentes del estado civil:,"1. La ley (nacimiento), 2. Hechos ajenos a la voluntad (muerte), 3. Voluntad de las partes (matrimonio).",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,INTERMEDIO
¿Qué medios de prueba principales establece el Art. 305 CC para el estado civil?,"Las partidas de nacimiento, matrimonio, muerte o bautismo.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,AVANZADO
¿Qué es la posesión notoria del estado civil?,"Conjunto de hechos públicos (nombre, trato y fama) que acreditan un estado civil ante terceros.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,MUERTE_PRESUNTA,CIVIL,BASICO
¿Cuánto tiempo debe durar la posesión notoria del estado de matrimonio para ser prueba?,10 años continuos por lo menos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_TIEMPO,CIVIL,INTERMEDIO
¿Cuánto tiempo debe durar la posesión notoria de la calidad de hijo para acreditar la filiación?,5 años continuos por lo menos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_TIEMPO,CIVIL,AVANZADO
"En los juicios de filiación, las pruebas biológicas tienen un valor de _____.",plena prueba,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
Definición de Domicilio (Art. 59 CC):,"La residencia, acompañada, real o presuntivamente, del ánimo de permanecer en ella.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,AVANZADO
¿Cuál es la diferencia entre residencia y domicilio?,La residencia es el asiento de hecho de una persona; el domicilio requiere además el ánimo de permanencia.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,BASICO
El domicilio _____ es el que la ley impone de oficio a ciertas personas (ej. hijos bajo patria potestad).,legal,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,INTERMEDIO
¿Qué es el domicilio convencional (Art. 69 CC)?,Aquel que las partes estipulan de común acuerdo para los efectos de un contrato.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,BASICO
Definición de Patrimonio (sentido jurídico doctrinal):,Conjunto de derechos y obligaciones de una persona apreciables en dinero que constituyen una universalidad jurídica.,DERECHO_CIVIL_1,PERSONAS_JURIDICAS,NATURALEZA_CLASIFICACION,CIVIL,INTERMEDIO
¿Qué elementos componen el activo del patrimonio?,Bienes y derechos (cosas corporales e incorporales).,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,INTERMEDIO
¿Por qué los derechos de familia son generalmente extrapatrimoniales?,Porque carecen de un valor pecuniario original apreciable en dinero.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué es la subrogación real en el patrimonio?,Sustitución de una cosa por otra de modo que la nueva ocupa el mismo lugar jurídico que la antigua en la universalidad.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,BASICO
"Según la doctrina clásica (Aubry y Rau), el patrimonio es un _____ de la personalidad.",atributo,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
La doctrina _____ desvincula el patrimonio de la persona y lo define por su afectación a un fin económico.,objetiva (o materialista),DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
¿Qué implica que el patrimonio sea inalienable según la teoría clásica?,"Que no puede venderse el patrimonio como tal, sino solo bienes individuales que lo integran.",DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
Definición de Ley (Art. 1 CC):,"Una declaración de la voluntad soberana que, manifestada en la forma prescrita por la Constitución, manda, prohíbe o permite.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Cuáles son los dos requisitos externos de la ley?,Declaración de la voluntad soberana y manifestación en la forma prescrita por la Constitución.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
"Las leyes _____ son las que determinan consecuencias cuando las partes no han previsto algo, reproduciendo su voluntad presunta.",declarativas (o supletorias),DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
¿Qué distingue a una ley prohibitiva de una imperativa?,La prohibitiva impide un acto bajo todo respecto; la imperativa ordena hacer algo o permite hacerlo bajo ciertos requisitos.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
Leyes _____: Resuelven conflictos de interés entre personas que no han contratado entre sí (ej. venta de cosa ajena).,dispositivas,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,AVANZADO
¿Qué es la equidad natural?,La justicia del caso concreto o el sentimiento ético que guía a fallar más allá del texto riguroso de la ley.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTEGRACION,CIVIL,BASICO
¿Qué establece el principio de irretroactividad de la ley (Art. 9 CC)?,"La ley solo puede disponer para lo futuro, y no tendrá jamás efecto retroactivo.",DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_TIEMPO,CIVIL,BASICO
Concepto: Derechos Adquiridos,Aquellos que han entrado al patrimonio de una persona o se han consolidado bajo una ley anterior.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,BASICO
Las meras _____ son posibilidades de adquirir un derecho que no se han consolidado y se rigen por la ley nueva.,expectativas,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,INTERMEDIO
"En materia de estado civil, la ley nueva rige sus _____, pero el estado ya adquirido se mantiene.",efectos,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,NOMBRE_ESTADO_CIVIL,CIVIL,INTERMEDIO
¿Qué capacidad se mantiene bajo la ley nueva aunque esta exija condiciones distintas (Art. 8 LER)?,La capacidad de ejercicio.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,INTERMEDIO
La capacidad de _____ queda sometida a las nuevas leyes porque constituye una abstracta facultad legal.,goce,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,CAPACIDAD_PATRIMONIO,CIVIL,AVANZADO
Concepto: Domicilio Político,Aquel que abarca todo el territorio de un Estado en que se entiende avecindada una persona.,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,BASICO
El domicilio _____ es el que se aplica a la generalidad de los derechos y obligaciones civiles de una persona.,general,DERECHO_CIVIL_1,TEORIA_DE_LA_PERSONA,DOMICILIO,CIVIL,INTERMEDIO
¿Qué es el 'desasimiento' en el contexto de personas insolventes?,Privación de la administración de los bienes del deudor insolvente en favor de un liquidador.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,LA_LEY,CIVIL,BASICO
La teoría de la _____ de Rodríguez Grez sostiene que el intérprete crea reglas particulares al aplicar la norma general.,interpretación creacionista,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION,CIVIL,INTERMEDIO
El método _____ busca reconstruir el pensamiento del legislador al tiempo de dictar la ley.,exegético,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,EFECTOS_EN_EL_TIEMPO,CIVIL,AVANZADO
¿En qué consiste el elemento gramatical de interpretación?,Análisis del sentido de las palabras según su uso general o definiciones legales.,DERECHO_CIVIL_1,TEORIA_DE_LA_LEY,INTERPRETACION,CIVIL,AVANZADO
