pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La separación judicial produce como efecto:","Disuelve la sociedad conyugal pero no el vínculo matrimonial","Disuelve el vínculo matrimonial y permite contraer nuevo matrimonio","Suspende temporalmente los efectos del matrimonio por un plazo de 2 años","Solo produce efectos respecto de los hijos, no entre los cónyuges",0,"La separación judicial disuelve el régimen patrimonial (sociedad conyugal o participación en los gananciales) pero el vínculo matrimonial subsiste: los cónyuges no pueden volver a casarse.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,1
"Para el divorcio de común acuerdo se requiere un cese de convivencia de:","1 año","6 meses","3 años","2 años",0,"Art. 55 inc. 1 Ley 19.947: si ambos cónyuges lo solicitan de común acuerdo, deben acreditar cese de convivencia durante un lapso mayor a 1 año, acompañando acuerdo completo y suficiente.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,1
"Para el divorcio unilateral por cese de convivencia se requiere:","3 años de cese efectivo de la convivencia","1 año de cese de convivencia","5 años de cese de convivencia","2 años de cese de convivencia con sentencia de separación previa",0,"Art. 55 inc. 3 Ley 19.947: si lo solicita unilateralmente uno de los cónyuges, debe haber un cese de convivencia de al menos 3 años.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,1
"¿Cuál de las siguientes NO es causal del divorcio-sanción del art. 54 Ley 19.947?","Incompatibilidad de caracteres","Atentado contra la vida o malos tratos graves del otro cónyuge o hijos","Adulterio","Alcoholismo o drogadicción que constituya impedimento grave para la convivencia",0,"La incompatibilidad de caracteres NO es causal de divorcio-sanción. Las causales del art. 54 requieren una falta imputable grave que torne intolerable la vida en común.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,2
"La compensación económica procede en caso de:","Divorcio o nulidad","Solo divorcio","Solo nulidad","Divorcio, nulidad y separación judicial",0,"Arts. 61-66 Ley 19.947: la compensación económica procede al momento del divorcio O de la nulidad. No procede en la separación judicial.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,2
"¿Quién tiene derecho a compensación económica?","El cónyuge que no pudo desarrollar actividad remunerada o lo hizo en menor medida por dedicarse al hogar o los hijos","Siempre la mujer, por presunción legal","El cónyuge que tenga menores ingresos","Ambos cónyuges por partes iguales",0,"Art. 61 Ley 19.947: el derecho corresponde al cónyuge (hombre o mujer) que durante el matrimonio se dedicó al hogar o hijos y por ello no pudo trabajar o lo hizo en menor medida.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,2
"Las causales de terminación del matrimonio según el art. 42 de la Ley 19.947 son:","Muerte natural, muerte presunta, nulidad y divorcio","Muerte natural, separación judicial y divorcio","Muerte natural, divorcio y mutuo acuerdo","Nulidad, divorcio y abandono del hogar",0,"Art. 42 Ley 19.947: cuatro causales taxativas: 1) muerte natural, 2) muerte presunta (cumplidos los plazos), 3) sentencia firme de nulidad, 4) sentencia firme de divorcio.",DERECHO_CIVIL,LIBRO_I,TITULO_IV,Del matrimonio,1
"¿Cuál es la diferencia fundamental entre nulidad y divorcio?","La nulidad opera retroactivamente (el matrimonio nunca fue válido); el divorcio opera hacia el futuro","La nulidad la pide un cónyuge y el divorcio ambos","La nulidad requiere plazo de espera y el divorcio no","No hay diferencia relevante: ambos disuelven el matrimonio de la misma forma",0,"Diferencia esencial: la nulidad retroactúa (se entiende que el matrimonio nunca existió válidamente, salvo matrimonio putativo); el divorcio opera ex nunc (hacia el futuro, reconociendo que hubo matrimonio válido).",DERECHO_CIVIL,LIBRO_I,TITULO_IV,Del matrimonio,2
"El acuerdo completo y suficiente para el divorcio de común acuerdo debe regular:","Alimentos entre cónyuges, régimen de bienes, alimentos, cuidado personal y relación directa y regular respecto de los hijos","Solo los alimentos entre cónyuges y la división de bienes","Solo el cuidado de los hijos menores","Únicamente la compensación económica",0,"Art. 55 Ley 19.947: el acuerdo debe ser completo (regular todas las materias) y suficiente (resguardar el interés superior de los hijos y del cónyuge más débil).",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,2
"Al cónyuge declarado culpable en el divorcio-sanción, el juez puede:","Denegar la compensación económica o disminuir prudencialmente su monto","Condenarlo a pagar el doble de compensación económica","Privarlo de la patria potestad sobre los hijos de pleno derecho","Impedirle contraer nuevo matrimonio durante 5 años",0,"Art. 62 inc. 2 Ley 19.947: si el divorcio se decretó por culpa, el juez puede denegar o reducir la compensación al culpable. No hay otras sanciones automáticas como las descritas en las opciones incorrectas.",DERECHO_CIVIL,LIBRO_I,TITULO_V,De la separación de los cónyuges,3
