pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La responsabilidad de los jueces se manifiesta en:","Responsabilidad civil, penal (prevaricación) y disciplinaria (art. 79 CPR + arts. 324-331 COT)","Solo responsabilidad penal","Solo responsabilidad administrativa","No tienen responsabilidad alguna",0,"Art. 79 CPR: triple responsabilidad. Civil (indemnizar daños), penal (prevaricación) y disciplinaria (sanciones del superior jerárquico).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"Los Auto Acordados son:","Normas generales dictadas por tribunales superiores en ejercicio de facultades económicas","Sentencias de la Corte Suprema","Leyes dictadas por el Congreso","Decretos del Presidente de la República",0,"Art. 82 CPR: facultad económica de la CS. Los AA regulan tramitación judicial (ej: AA sobre recurso de protección, sobre forma de las sentencias).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"De los 21 ministros de la Corte Suprema:","5 deben ser abogados externos al Poder Judicial (art. 78 CPR)","Todos deben ser jueces de carrera","10 deben ser abogados externos","No hay requisito de abogados externos",0,"Art. 78 inc. 4 CPR: 5 ministros deben provenir del ejercicio profesional externo. Aportan visión desde fuera del PJ.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"El art. 4 COT prohíbe al Poder Judicial:","Mezclarse en las atribuciones de otros poderes públicos","Conocer de causas civiles","Dictar Auto Acordados","Ejercer facultades disciplinarias",0,"Art. 4 COT: separación de poderes. El PJ no puede legislar ni administrar. Solo ejerce funciones jurisdiccionales (y las conexas: conservadoras, disciplinarias, económicas).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"La generación mixta de los jueces de letras consiste en:","Terna de la CA respectiva → elección del Presidente de la República (art. 78 CPR)","Designación directa del Presidente sin terna","Quina de la CS + aprobación del Senado","Elección popular directa",0,"Art. 78 CPR: para jueces de letras y ministros de CA = terna de la CA respectiva → Presidente elige. Sin aprobación del Senado.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"La prevaricación consiste en:","Fallar a sabiendas contra ley expresa y vigente (arts. 223-224 CP)","Demorarse en dictar sentencia","No asistir al tribunal","Cobrar honorarios a las partes",0,"Arts. 223-224 CP: delito grave de los jueces. Manifestación penal del principio de responsabilidad. Pena: inhabilitación.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"El principio de publicidad del art. 9 COT establece que:","Los actos de los tribunales son públicos, salvo excepciones legales","Todas las audiencias son secretas","Solo las sentencias son públicas","La publicidad depende de la decisión del juez",0,"Art. 9 COT: regla general = publicidad. Excepciones: causas de familia, ciertos aspectos de causas penales, secreto de sumario (derogado en RPP).",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
"La doble instancia permite:","Que las resoluciones de primera instancia sean revisadas por un tribunal superior mediante apelación","Que todo juicio tenga exactamente dos instancias","Que la Corte Suprema revise todos los fallos","Que los jueces revisen sus propias sentencias",0,"No es absoluto: hay sentencias inapelables (única instancia) y tribunales que conocen en única instancia. Es un principio general, no regla absoluta.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"La superintendencia económica de la CS permite:","Dictar Auto Acordados para la mejor administración de justicia","Fijar el presupuesto del Poder Judicial","Crear nuevos tribunales","Nombrar directamente a los jueces",0,"Art. 82 CPR: facultad económica = dictar normas internas (AA) para organizar y mejorar el servicio judicial. No crea tribunales ni nombra jueces.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,2
"El principio de gratuidad significa que:","Las partes no pagan al tribunal por el ejercicio de la jurisdicción; los jueces son remunerados por el Estado","Todo el proceso es completamente gratuito sin excepción","Los abogados no pueden cobrar honorarios","El Estado paga todos los costos del juicio",0,"Gratuidad de la función jurisdiccional. Pero hay costos asociados: receptores, peritos, abogados. El privilegio de pobreza exime de ciertos gastos.",DERECHO_ORGANICO,COT,TITULO_I,De las bases de la organización judicial,1
