pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Para obtener medidas precautorias, el demandante debe:","Acompañar comprobantes que constituyan presunción grave del derecho reclamado (art. 298 CPC)","Solo presentar la demanda sin más requisitos","Depositar una garantía obligatoria","Obtener sentencia favorable previa",0,"Art. 298 CPC: presunción grave del derecho = fumus boni iuris. Es requisito esencial de toda medida precautoria.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Las medidas prejudiciales precautorias del art. 279 CPC exigen presentar la demanda dentro de:","10 días desde que se conceden, ampliable a 30 por motivos fundados","5 días sin prórroga","30 días siempre","No hay plazo para demandar",0,"Art. 280 CPC: 10 días (ampliable a 30). Si no se demanda en plazo, la medida queda sin efecto y el solicitante responde de los perjuicios.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Las medidas prejudiciales preparatorias del art. 273 CPC incluyen:","Declaración jurada, exhibición de cosa o documentos, exhibición de libros de contabilidad","Solo la confesión anticipada","Solo el embargo preventivo","Solo la designación de árbitro",0,"Art. 273 CPC: cinco medidas preparatorias que permiten al futuro demandante obtener información antes de demandar.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IV_LIBRO_II,De las medidas prejudiciales,2
"El desistimiento de la demanda:","Extingue las acciones y produce cosa juzgada (art. 150 CPC)","Solo suspende el juicio temporalmente","No extingue la acción: puede volver a demandarse","Requiere autorización del tribunal superior",0,"Art. 150 CPC: el desistimiento es definitivo. Extingue la acción a favor del demandado, produciendo cosa juzgada. Es más grave que el abandono.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XV,Del desistimiento de la demanda,1
"La nulidad procesal puede ser declarada:","De oficio por el tribunal o a petición de parte (art. 83 CPC)","Solo a petición de la parte perjudicada","Solo de oficio por el tribunal","Solo por la Corte de Apelaciones",0,"Art. 83 CPC: el tribunal puede declararla de oficio cuando aparece de manifiesto en el proceso, o a petición de parte dentro de 5 días.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"La incompetencia absoluta del tribunal como vicio de nulidad:","Puede alegarse en cualquier momento y no se sanea","Solo puede alegarse dentro de 5 días","Se sanea por la cosa juzgada","Solo puede alegarla el demandante",0,"La incompetencia absoluta (materia, fuero, cuantía) es de orden público. No se sanea por convalidación ni por preclusión. Excepción a la regla general de los 5 días.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,3
"La prohibición de celebrar actos o contratos como medida precautoria:","Impide al demandado enajenar o gravar bienes determinados mientras dure el juicio","Impide todo acto jurídico del demandado sin excepción","Solo impide la venta de inmuebles","Solo opera respecto de bienes muebles",0,"Art. 296 CPC: recae sobre bienes DETERMINADOS. No es una prohibición general de actuar. Se inscribe en el CBR si recae sobre inmuebles.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"El tribunal puede decretar medidas precautorias no contempladas en el art. 290 CPC:","Sí, el art. 298 inc. 2 permite medidas innominadas cuando las nominadas sean insuficientes","No, las medidas del art. 290 son taxativas","Solo con acuerdo de ambas partes","Solo en juicios ejecutivos",0,"Art. 298 inc. 2 CPC: facultad amplia del tribunal para decretar las providencias que juzgue necesarias para asegurar el resultado de la acción.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_V_LIBRO_II,De las medidas precautorias,2
"Los incidentes deben promoverse:","Tan pronto como el hecho llegue a conocimiento de la parte; si hay hechos coexistentes, simultáneamente","En cualquier momento del juicio sin restricción","Solo antes de la prueba","Solo en la contestación de la demanda",0,"Art. 84 CPC: principio de buena fe procesal. Los incidentes deben promoverse oportunamente. La dilación injustificada puede acarrear rechazo de plano.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_IX,De los incidentes,2
"El abandono del procedimiento NO procede en:","Juicios de quiebra (concursal) ni en procedimientos ejecutivos de realización de prenda (art. 157 CPC)","Juicios ordinarios de mayor cuantía","Juicios sumarios","Juicios de arrendamiento",0,"Art. 157 CPC: exclusiones expresas por la naturaleza especial de estos procedimientos.",DERECHO_PROCESAL_CIVIL,LIBRO_I,TITULO_XVI,Del abandono del procedimiento,2
