pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué son las obligaciones civiles y naturales según el art. 1470 CC?","Civiles: dan derecho a exigir su cumplimiento (tienen acción + excepción). Naturales: no confieren derecho a exigir su cumplimiento, pero cumplidas, autorizan a retener lo pagado (solo tienen excepción, no acción). Ej: obligaciones prescritas, del menor adulto sin representante.",DERECHO_CIVIL,LIBRO_IV,TITULO_III,De las obligaciones civiles y de las meramente naturales,2
"¿Cuáles son los casos de obligaciones naturales del art. 1470 CC?","1) Contraídas por incapaces con suficiente discernimiento (ej: menor adulto), 2) Obligaciones civiles extinguidas por prescripción, 3) Las que proceden de actos nulos por falta de solemnidad, 4) Las no reconocidas en juicio por falta de prueba.",DERECHO_CIVIL,LIBRO_IV,TITULO_III,De las obligaciones civiles y de las meramente naturales,2
"¿Qué efecto tiene el pago de una obligación natural?","El acreedor puede retener lo pagado. No hay derecho a repetición (art. 1470 CC). El pago es válido aunque el deudor no estuviera obligado civilmente.",DERECHO_CIVIL,LIBRO_IV,TITULO_III,De las obligaciones civiles y de las meramente naturales,2
"¿Qué son las obligaciones a plazo según el art. 1494 CC?","Las que dependen de un plazo, es decir, la época que se fija para el cumplimiento de la obligación. El plazo es un hecho futuro y cierto del que depende el ejercicio o la extinción de un derecho.",DERECHO_CIVIL,LIBRO_IV,TITULO_V,De las obligaciones a plazo,1
"¿Qué son las obligaciones condicionales según el art. 1473 CC?","Las que dependen de una condición, es decir, un hecho futuro e incierto del cual depende el nacimiento (suspensiva) o la extinción (resolutoria) de un derecho.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,1
"¿Qué es la condición suspensiva?","La que hace depender el nacimiento de un derecho de un hecho futuro e incierto. Mientras esté pendiente, el derecho no nace. Si se cumple, el derecho nace retroactivamente. Si falla, se reputa que nunca existió.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,1
"¿Qué es la condición resolutoria?","La que hace depender la extinción de un derecho de un hecho futuro e incierto. Mientras esté pendiente, el derecho existe y produce efectos. Si se cumple, el derecho se extingue retroactivamente.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,1
"¿Qué es la condición resolutoria tácita según el art. 1489 CC?","La que va envuelta en todo contrato bilateral: si una de las partes no cumple lo pactado, la otra puede pedir a su arbitrio la resolución o el cumplimiento del contrato, con indemnización de perjuicios.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,1
"¿Qué es la solidaridad en las obligaciones?","Modalidad en que varios deudores (solidaridad pasiva) o varios acreedores (solidaridad activa) están obligados al total de la prestación. El acreedor puede exigir el total a cualquier codeudor solidario (art. 1511 CC).",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,1
"¿Cuáles son las fuentes de la solidaridad según el art. 1511 CC?","1) La ley (ej: responsabilidad solidaria de coautores de delito o cuasidelito), 2) El testamento, 3) La convención (acuerdo de las partes). NO se presume: debe expresarse o establecerse por ley.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,2
"¿Qué efectos tiene la solidaridad pasiva?","1) El acreedor puede demandar el total a cualquier codeudor, 2) El pago de uno extingue la obligación respecto de todos, 3) La interrupción de la prescripción contra uno perjudica a todos, 4) El codeudor que paga tiene acción de reembolso contra los demás.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,2
"¿Qué diferencia hay entre obligaciones solidarias e indivisibles?","La solidaridad es una modalidad jurídica (puede establecerse por ley, testamento o convención). La indivisibilidad proviene de la naturaleza de la prestación (no puede dividirse físicamente). La solidaridad no pasa a los herederos; la indivisibilidad sí.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,3
"¿Qué son las obligaciones indivisibles según el art. 1524 CC?","Las que tienen por objeto una cosa o un hecho que no es susceptible de división física o intelectual. Ej: la obligación de entregar un caballo específico. Cada deudor debe el total porque la cosa no puede dividirse.",DERECHO_CIVIL,LIBRO_IV,TITULO_X,De las obligaciones divisibles e indivisibles,2
"¿Qué es la obligación alternativa según el art. 1499 CC?","La que tiene por objeto dos o más cosas, de manera que el cumplimiento de una de ellas exonera de la obligación de las demás. La elección corresponde al deudor, salvo pacto en contrario.",DERECHO_CIVIL,LIBRO_IV,TITULO_VI,De las obligaciones alternativas,2
"¿Qué es la obligación facultativa según el art. 1505 CC?","La que tiene por objeto una cosa determinada, pero se concede al deudor la facultad de pagar con otra que se designa. Se debe solo la cosa principal; la subsidiaria es opción del deudor.",DERECHO_CIVIL,LIBRO_IV,TITULO_VII,De las obligaciones facultativas,2
"¿Qué es la cláusula penal según el art. 1535 CC?","Aquella en que una persona, para asegurar el cumplimiento de una obligación, se sujeta a una pena, que consiste en dar o hacer algo en caso de no ejecutar o retardar la obligación principal.",DERECHO_CIVIL,LIBRO_IV,TITULO_XI,De las obligaciones con cláusula penal,2
"¿Puede acumularse la pena con la indemnización ordinaria?","No, como regla general. El art. 1543 CC establece que no puede pedirse a la vez la pena y la indemnización ordinaria, salvo estipulación en contrario. Tampoco puede pedirse la pena y el cumplimiento, salvo pacto expreso.",DERECHO_CIVIL,LIBRO_IV,TITULO_XI,De las obligaciones con cláusula penal,2
"¿Puede reducirse la cláusula penal según el art. 1544 CC?","Sí. Si la pena es enorme (desproporcionada), puede reducirse: en contratos conmutativos, si excede el doble de la obligación principal. En el mutuo, si excede el máximo de interés permitido.",DERECHO_CIVIL,LIBRO_IV,TITULO_XI,De las obligaciones con cláusula penal,3
"¿Qué es la obligación conjunta o simplemente conjunta?","La que tiene pluralidad de sujetos (varios deudores o acreedores) y se divide en tantas obligaciones independientes como sujetos haya. Cada deudor solo debe su cuota y cada acreedor solo cobra la suya. Es la regla general.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,2
"¿Qué requisitos tiene la condición para ser válida?","1) Hecho futuro (posterior al contrato), 2) Hecho incierto (puede o no ocurrir), 3) Física y moralmente posible, 4) Lícita (no contraria a ley, moral ni orden público). Si es imposible, ilícita o inductiva a un hecho inmoral, la condición vicia la obligación.",DERECHO_CIVIL,LIBRO_IV,TITULO_IV,De las obligaciones condicionales,2
"¿La solidaridad se transmite a los herederos del codeudor solidario?","No. El art. 1523 CC establece que los herederos de cada codeudor solidario son entre todos obligados al total, pero cada heredero solo está obligado a prorrata de su cuota. La solidaridad no se transmite.",DERECHO_CIVIL,LIBRO_IV,TITULO_IX,De las obligaciones solidarias,3
