pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"El fuero NO opera en materia:","Penal: todos son juzgados por JG/TOP independientemente de su calidad (salvo desafuero de parlamentarios)","Civil","De familia","Laboral",0,"En penal no hay fuero de las personas. El Presidente y un ciudadano común van al mismo JG/TOP. Excepción: desafuero previo para parlamentarios.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"Si la incompetencia es absoluta, el tribunal:","Puede declararla de oficio en cualquier momento (nulidad insaneable)","Solo puede declararla si el demandado la alega","No puede hacer nada","Debe esperar a que la CA lo ordene",0,"La incompetencia absoluta es de orden público. El tribunal la declara de oficio. Es insaneable: no se convalida por silencio de las partes.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia,2
"Si la incompetencia es relativa (territorial), el demandado debe:","Oponer excepción dilatoria de incompetencia antes de contestar (art. 303 Nº 1 CPC)","No tiene que hacer nada","Apelar directamente","Pedir casación",0,"Art. 303 Nº 1 CPC: si no la opone, se prorroga tácitamente la competencia. El silencio = aceptación.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
"En materia penal, es competente el tribunal:","Del lugar donde se cometió el hecho punible (art. 157 COT)","Del domicilio del imputado","Del domicilio de la víctima","De Santiago siempre",0,"Art. 157 COT: locus delicti commissi. El lugar del hecho determina competencia. Improrrogable.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,1
"En materia de alimentos, el tribunal competente es:","A elección del alimentario: su propio domicilio o el del demandado","Solo el domicilio del demandado","Solo el domicilio del alimentario","El tribunal de Santiago",0,"Ley 14.908 + Ley 19.968: regla especial favorable al alimentario (generalmente menor o cónyuge necesitado).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia relativa,2
"La cuantía en materia penal se determina por:","La pena asignada al delito (no por el valor económico)","El monto del daño causado","El sueldo del imputado","El valor de lo robado",0,"Art. 115 COT: en penal, cuantía = gravedad de la pena. Crímenes, simples delitos y faltas tienen distintos procedimientos.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"Cuando la cuantía civil es indeterminada:","Se reputa de mayor cuantía (art. 131 COT)","Se reputa de menor cuantía","El tribunal la fija libremente","Se archiva la causa",0,"Art. 131 COT: en la duda, mayor cuantía. Garantiza el acceso al procedimiento más completo.",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"La cláusula de prórroga en un contrato:","Es prórroga expresa: las partes designan anticipadamente el tribunal competente (art. 186 COT)","Es ilegal y nula","Solo vale si la firma un notario","Solo vale en materia penal",0,"Art. 186 COT: prórroga expresa. Válida en civil contencioso. Ej: 'Para todos los efectos, las partes fijan domicilio en Santiago.'",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,2
"Los factores de competencia absoluta se aplican en el orden:","Materia → fuero → cuantía (en orden de prelación)","Cuantía → fuero → materia","Fuero → materia → cuantía","No tienen orden de aplicación",0,"Doctrina: primero materia (qué tribunal por naturaleza), luego fuero (si eleva jerarquía), luego cuantía (procedimiento y recurso).",DERECHO_ORGANICO,COT,TITULO_VII,De la competencia absoluta,2
"¿Puede prorrogarse la competencia en actos no contenciosos?","No: la prórroga solo procede en asuntos civiles CONTENCIOSOS (art. 182 COT)","Sí, libremente","Solo si el tribunal lo autoriza","Solo entre tribunales de distinta jerarquía",0,"Art. 182 COT: prórroga limitada a lo civil contencioso. En no contenciosos, el tribunal competente es fijo.",DERECHO_ORGANICO,COT,TITULO_VII,De la prórroga de competencia,2
