pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Las presunciones judiciales deben ser:","Graves, precisas y concordantes (art. 1712 CC)","Leves y generales","Solo precisas sin necesidad de gravedad","Probadas por instrumento público",0,"Art. 1712 CC: tres requisitos copulativos. Una sola presunción puede bastar si es especialmente grave y precisa (art. 426 CPC).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De las presunciones,2
"La carga de la prueba según el art. 1698 CC corresponde a:","Al que alega la existencia de la obligación (demandante) o su extinción (demandado)","Siempre al demandante","Siempre al demandado","Al tribunal de oficio",0,"Art. 1698 CC: onus probandi. El demandante prueba que la obligación existe; el demandado prueba que se extinguió (pago, prescripción, etc.).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De los medios de prueba,1
"Una presunción de derecho (iuris et de iure):","No admite prueba en contrario (ej: art. 8 CC, conocimiento de la ley)","Admite prueba en contrario","Es lo mismo que una presunción judicial","Solo opera en materia penal",0,"Art. 47 CC: las presunciones de derecho no admiten prueba en contrario. Las simplemente legales sí la admiten.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De las presunciones,2
"No se admite prueba de testigos respecto de obligaciones que debieron consignarse por escrito según:","El art. 1709 CC (actos sobre cosas de más de 2 UTM)","El art. 341 CPC","El art. 1698 CC","Ninguna norma: siempre se admite",0,"Art. 1709 CC: limitación a la prueba testimonial para obligaciones que debieron constar por escrito. Protege la seguridad jurídica de los actos de cierta envergadura.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba testimonial,2
"Los documentos pueden acompañarse en el juicio:","En cualquier estado hasta el vencimiento del probatorio en 1ª instancia y hasta la vista de la causa en 2ª (art. 348 CPC)","Solo con la demanda o contestación","Solo durante el término probatorio","Solo antes del auto de prueba",0,"Art. 348 CPC: regla amplia de oportunidad para acompañar documentos. Es el medio de prueba con mayor flexibilidad temporal.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba instrumental,2
"Las tachas de testigos deben oponerse:","Antes de la declaración del testigo o dentro de los 3 días siguientes al examen (art. 373 CPC)","En cualquier momento del juicio","Solo en la contestación de la demanda","Después de la sentencia definitiva",0,"Art. 373 CPC: oportunidad limitada. Si no se tachan oportunamente, el testigo se considera hábil.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la prueba testimonial,2
"La confesión puede ser:","Judicial (en el mismo juicio) o extrajudicial (fuera del juicio). La judicial puede ser espontánea o provocada (absolución de posiciones)","Solo judicial","Solo provocada mediante posiciones","Solo espontánea",0,"Arts. 385-402 CPC. Judicial provocada = absolución de posiciones. Judicial espontánea = en cualquier escrito o audiencia. Extrajudicial = fuera del juicio.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la confesión de parte,2
"El sistema general de valoración de la prueba en el CPC chileno es:","Prueba legal tasada (la ley fija de antemano el valor de cada medio)","Sana crítica en todos los casos","Libre convicción del juez","Íntima convicción",0,"El CPC chileno sigue el sistema de prueba legal tasada como regla general. La sana crítica es excepción (peritos, art. 425). La libre convicción es del jurado.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De los medios de prueba,2
"¿Puede el juez decretar prueba de oficio en el juicio ordinario?","Solo como medidas para mejor resolver después de la citación a oír sentencia (art. 159 CPC), no durante el probatorio","Sí, en cualquier momento del juicio","No, nunca: rige el principio dispositivo absoluto","Solo si ambas partes lo consienten",0,"Art. 159 CPC: en el juicio ordinario, la iniciativa probatoria del juez es limitada a las medidas para mejor resolver (post-citación a oír sentencia).",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De los medios de prueba,2
"La confesión ficta se produce cuando:","La parte citada a absolver posiciones no comparece sin justificación o da respuestas evasivas (art. 394 CPC)","La parte confiesa espontáneamente en un escrito","El abogado reconoce un hecho en la audiencia","Un testigo declara contra la parte que lo presentó",0,"Art. 394 CPC: consecuencia de la incomparecencia injustificada o respuestas evasivas. Se tienen por confesados los hechos categóricamente afirmados en el pliego.",DERECHO_PROCESAL_CIVIL,LIBRO_II,TITULO_XI,De la confesión de parte,2
