pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Según el art. 15 CC, las leyes chilenas obligan a los chilenos en el extranjero en lo relativo a:","Estado y capacidad para actos con efecto en Chile, y obligaciones y derechos de familia respecto de parientes chilenos","Todos sus actos jurídicos sin excepción","Solo los contratos celebrados con otros chilenos","Los delitos cometidos contra el Estado de Chile",0,"El art. 15 establece dos casos de extraterritorialidad: 1) estado y capacidad para actos que deban tener efecto en Chile, y 2) obligaciones y derechos que nacen de relaciones de familia respecto de cónyuges y parientes chilenos.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_III,Efectos de la Ley,2
"¿Qué ley rige la forma de los instrumentos públicos según el art. 17 CC?","La ley del país en que hayan sido otorgados","La ley del país donde deben producir sus efectos","La ley chilena en todos los casos","La ley del domicilio de las partes",0,"Es la regla lex locus regit actum: la forma externa de los instrumentos se rige por la ley del lugar de otorgamiento. Es una excepción al principio de territorialidad que facilita el tráfico jurídico internacional.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_III,Efectos de la Ley,2
"Según el art. 19 CC, cuando el sentido de la ley es claro:","No se desatenderá su tenor literal a pretexto de consultar su espíritu","Se debe buscar la intención del legislador en la historia fidedigna","Se aplicará la equidad natural por sobre la letra de la ley","El juez puede adaptar el texto a las circunstancias del caso",0,"El art. 19 inc. 1 consagra el elemento gramatical como punto de partida de la interpretación. Si el sentido literal es claro, no se busca más allá. El inc. 2 añade que si hay expresiones oscuras, se puede recurrir a la intención o espíritu, manifestado en la historia fidedigna del establecimiento de la ley.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_IV,Interpretación de la Ley,1
"¿En qué sentido se entienden las palabras que el legislador ha definido expresamente para ciertas materias según el art. 20 CC?","En su significado legal","En su sentido natural y obvio","En el sentido técnico de la ciencia respectiva","En el sentido que les da la Real Academia Española",0,"El art. 20 establece una regla y una excepción: regla general: las palabras se entienden en su sentido natural y obvio. Excepción: cuando el legislador las ha definido expresamente, se les da su significado legal (ej: arts. 25-51 CC).",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_IV,Interpretación de la Ley,1
"Según el art. 23 CC, lo favorable u odioso de una disposición:","No se tomará en cuenta para ampliar o restringir su interpretación","Debe considerarse para ampliar las normas favorables","Permite al juez restringir las normas odiosas","Se tomará en cuenta solo en materia penal",0,"El art. 23 prohíbe el antiguo criterio de las leyes odiosas y favorables. La interpretación debe atender al genuino sentido de la ley, sin ampliaciones ni restricciones fundadas en juicios de valor sobre el contenido de la norma.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_IV,Interpretación de la Ley,2
"¿A qué se recurre en último término para interpretar pasajes oscuros según el art. 24 CC?","Al espíritu general de la legislación y a la equidad natural","A la jurisprudencia de la Corte Suprema","A la doctrina de los autores más reconocidos","Al derecho comparado y los tratados internacionales",0,"El art. 24 es una norma subsidiaria: solo se aplica cuando las reglas de los arts. 19-23 no bastan. El espíritu general de la legislación son los principios fundamentales del ordenamiento, y la equidad natural es el sentido de justicia aplicado al caso.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_IV,Interpretación de la Ley,2
"¿Quién es infante o niño según el art. 26 CC?","Todo el que no ha cumplido siete años","Todo el que no ha cumplido diez años","Todo el que no ha cumplido doce años","Todo el que no ha cumplido catorce años",0,"El art. 26 distingue: infante o niño (menor de 7), impúber (varón menor de 14, mujer menor de 12) y menor adulto (desde que deja de ser impúber hasta los 18). Esta clasificación tiene relevancia para la capacidad.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,1
"¿Hasta qué edad es impúber la mujer según el art. 26 CC?","Hasta que cumple doce años","Hasta que cumple catorce años","Hasta que cumple siete años","Hasta que cumple dieciocho años",0,"El art. 26 establece una distinción por sexo en la pubertad: el varón es impúber hasta los 14 y la mujer hasta los 12. Esta diferencia proviene del derecho romano y se mantiene en el CC chileno.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,1
"La culpa grave equivale al dolo según el art. 44 CC. Esto significa que:","En materias civiles, la negligencia extrema se trata como si fuera intención de dañar","La culpa grave y el dolo son exactamente lo mismo en todos los ámbitos del derecho","El deudor que incurre en culpa grave queda exento de responsabilidad penal","La presunción de dolo se aplica automáticamente a todo caso de culpa",0,"La equiparación es solo para efectos civiles: quien actúa con negligencia extrema (no emplea ni el cuidado mínimo que las personas negligentes usan) es tratado como si hubiera actuado con dolo. Esto tiene consecuencias en la extensión de la indemnización.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,2
"El caso fortuito o fuerza mayor según el art. 45 CC se define como:","El imprevisto a que no es posible resistir","Todo hecho ajeno a la voluntad del deudor","Un evento natural que causa daño a las personas","Una circunstancia que dificulta el cumplimiento de la obligación",0,"El art. 45 exige dos elementos: 1) imprevisibilidad (imprevisto) y 2) irresistibilidad (a que no es posible resistir). Ambos deben concurrir copulativamente. Los ejemplos que da son ilustrativos: naufragio, terremoto, actos de autoridad.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,1
"¿Qué especies de caución menciona el art. 46 CC?","La fianza, la hipoteca y la prenda","Solo la fianza y la hipoteca","La fianza, la cláusula penal y el depósito","La hipoteca, la prenda y el aval",0,"El art. 46 define caución como cualquier obligación contraída para seguridad de otra obligación, y menciona tres especies: fianza (caución personal), hipoteca y prenda (cauciones reales). La enumeración no es taxativa.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,1
"Según el art. 48 CC, ¿cómo se entienden los plazos de días?","De días completos, corriendo hasta la medianoche del último día del plazo","De días hábiles, excluyendo sábados, domingos y festivos","De 24 horas exactas desde el momento del acto","De días naturales contados desde la hora del evento",0,"Los plazos de días se computan de días completos (de medianoche a medianoche). El primer día no se cuenta (dies a quo non computatur in termino) y corren hasta la medianoche del último día.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,2
"Respecto de los plazos legales, ¿se comprenden los días feriados según el art. 50 CC?","Sí, se comprenden los feriados a menos que el plazo sea de días útiles","No, los plazos legales siempre se suspenden en feriados","Solo si el plazo excede de quince días","Depende de la materia: en civil sí, en procesal no",0,"El art. 50 establece la regla general: los plazos del CC son de días corridos (incluyen feriados). La excepción opera cuando la ley expresamente señala 'días útiles'. En materia procesal, el CPC tiene regla inversa (art. 66 CPC).",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_V,Definición de varias palabras de uso frecuente,2
"La derogación tácita se produce cuando:","La nueva ley contiene disposiciones que no pueden conciliarse con las de la ley anterior","El legislador declara expresamente que deroga la ley anterior","Una ley deja de aplicarse por desuso durante más de diez años","El Tribunal Constitucional declara inconstitucional una ley",0,"El art. 52 distingue dos formas: expresa (la nueva ley dice que deroga la anterior) y tácita (la nueva ley es incompatible con la anterior). La derogación tácita solo alcanza las disposiciones incompatibles (art. 53).",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_VI,Derogación de las Leyes,1
"Según el art. 53 CC, la derogación tácita:","Deja vigente todo aquello de la ley anterior que no pugne con la nueva ley","Deroga íntegramente la ley anterior","Solo afecta a los artículos expresamente contradictorios","Requiere sentencia judicial que declare la incompatibilidad",0,"La derogación tácita es parcial por naturaleza: solo quedan sin efecto las disposiciones que son incompatibles con la nueva ley. Las restantes disposiciones de la ley antigua mantienen su vigencia.",DERECHO_CIVIL,TITULO_PRELIMINAR,TITULO_VI,Derogación de las Leyes,2
