pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la interdicción por prodigalidad (disipación)?","El decreto judicial que priva a una persona de la administración de sus bienes por gastarlos de forma imprudente y desproporcionada. El disipador queda como relativamente incapaz, sujeto a curaduría.",DERECHO_CIVIL,LIBRO_I,TITULO_XXVI,De la curaduría del disipador,2
"¿Quién es pródigo o disipador según la doctrina?","Aquel que gasta sus bienes en forma inmoderada, sin guardar proporción con sus medios económicos, poniendo en peligro su patrimonio. El CC no lo define expresamente pero lo somete a interdicción (art. 442).",DERECHO_CIVIL,LIBRO_I,TITULO_XXVI,De la curaduría del disipador,2
"¿Qué son las personas jurídicas según el art. 545 CC?","Personas ficticias, capaces de ejercer derechos y contraer obligaciones civiles, y de ser representadas judicial y extrajudicialmente.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"¿Cómo se clasifican las personas jurídicas según el art. 545 CC?","En: 1) Corporaciones (asociaciones de personas), 2) Fundaciones (afectación de bienes a un fin). Ambas pueden ser con o sin fines de lucro.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"¿Qué diferencia hay entre una corporación y una fundación?","La corporación es una reunión de personas asociadas para un fin común. La fundación es un patrimonio afectado a un fin determinado por la voluntad del fundador. En la corporación el elemento esencial son las personas; en la fundación, los bienes.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"¿Cómo se clasifican las personas jurídicas según sus fines?","1) De derecho público (Estado, municipalidades, iglesias, comunidades religiosas), 2) De derecho privado con fines de lucro (sociedades), 3) De derecho privado sin fines de lucro (corporaciones y fundaciones).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Cómo obtienen personalidad jurídica las corporaciones y fundaciones sin fines de lucro según la Ley 20.500?","Por el solo depósito de su acta constitutiva y estatutos en el Registro del Servicio de Registro Civil. Se eliminó la necesidad de concesión presidencial (sistema registral automático).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Cuáles son los atributos de las personas jurídicas?","1) Nombre o razón social, 2) Domicilio, 3) Nacionalidad, 4) Patrimonio propio (distinto del de sus miembros), 5) Capacidad (de goce y ejercicio, a través de representantes). NO tienen estado civil.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Qué principio rige la responsabilidad de los miembros de una corporación o fundación?","El principio de separación patrimonial: la persona jurídica tiene patrimonio propio, distinto del de sus miembros. Las deudas de la corporación no son deudas personales de los asociados, y viceversa.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Cuáles son las causales de extinción de las personas jurídicas según el art. 559 CC?","1) Por disposición de la ley, 2) Por sentencia judicial (disolución), 3) Por voluntad de los miembros (acuerdo de disolución), 4) Por las causales previstas en los estatutos, 5) Por el cumplimiento del plazo fijado para su duración.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Qué destino tienen los bienes de una corporación o fundación extinguida?","Se dispone de ellos en la forma que los estatutos determinen. Si los estatutos nada dicen, los bienes pasan a la institución de beneficencia que el Presidente de la República designe (art. 561 CC).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,3
