pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Qué es la acción pauliana según el art. 2468 CC?","La acción que tienen los acreedores para revocar los actos realizados por el deudor en fraude de sus derechos, cuando el deudor es insolvente y el acto perjudica a los acreedores. Requiere fraude pauliano (mala fe del deudor).",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,3
"¿Cuáles son los modos de extinguir las obligaciones según el art. 1567 CC?","1) Pago o solución, 2) Novación, 3) Remisión o condonación, 4) Compensación, 5) Confusión, 6) Pérdida de la cosa que se debe, 7) Declaración de nulidad o rescisión, 8) Prescripción extintiva, 9) La transacción, 10) Evento de la condición resolutoria.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,1
"¿Qué es el pago según el art. 1568 CC?","La prestación de lo que se debe. Es el modo normal de extinguir obligaciones. Puede ser de dar, hacer o no hacer según la naturaleza de la obligación.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,1
"¿A quién debe hacerse el pago según el art. 1576 CC?","Al acreedor mismo, a sus herederos, a su mandatario o representante legal, o a quien la ley o el juez autoricen. El pago hecho a persona distinta es ineficaz, salvo que el acreedor lo ratifique o que el pago le aproveche.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,2
"¿Qué es el pago por subrogación según el art. 1608 CC?","La transmisión de los derechos del acreedor a un tercero que le paga. El tercero que paga se subroga en los derechos del acreedor original, incluyendo privilegios y garantías. Puede ser legal o convencional.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,2
"¿Qué es la novación según el art. 1628 CC?","La sustitución de una nueva obligación a otra anterior, la cual queda por tanto extinguida. Puede ser objetiva (cambia objeto o causa), subjetiva activa (cambia acreedor) o subjetiva pasiva (cambia deudor).",DERECHO_CIVIL,LIBRO_IV,TITULO_XV,De la novación,1
"¿Cuáles son los requisitos de la novación?","1) Obligación anterior válida (al menos natural), 2) Obligación nueva válida, 3) Diferencia sustancial entre ambas (objeto, causa o sujeto), 4) Capacidad de las partes, 5) Animus novandi: intención de novar (art. 1634).",DERECHO_CIVIL,LIBRO_IV,TITULO_XV,De la novación,2
"¿Qué es la compensación según el art. 1655 CC?","Modo de extinguir las obligaciones cuando dos personas son deudoras una de otra. Se extinguen recíprocamente hasta la concurrencia de sus valores. Opera de pleno derecho (art. 1656).",DERECHO_CIVIL,LIBRO_IV,TITULO_XVII,De la compensación,1
"¿Cuáles son los requisitos de la compensación legal?","1) Que ambas deudas sean en dinero o cosas fungibles del mismo género y calidad, 2) Que ambas sean líquidas (determinadas), 3) Que ambas sean actualmente exigibles, 4) Que ambas partes sean recíprocamente deudoras y acreedoras, 5) Que sea embargable la deuda.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVII,De la compensación,2
"¿Qué es la confusión según el art. 1665 CC?","Modo de extinguir obligaciones cuando las calidades de acreedor y deudor se reúnen en una misma persona. Ej: el acreedor hereda al deudor. La obligación se extingue porque nadie puede ser deudor de sí mismo.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVIII,De la confusión,1
"¿Cuándo se extingue la obligación por pérdida de la cosa debida según el art. 1670 CC?","Cuando el cuerpo cierto que se debe perece, o porque se destruye, o porque deja de estar en el comercio, o porque desaparece y se ignora si existe. Si perece por caso fortuito, la obligación se extingue. Si perece por culpa del deudor, debe indemnizar.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIX,De la pérdida de la cosa que se debe,1
"¿Qué es la nulidad absoluta según el art. 1682 CC?","La sanción por la omisión de un requisito exigido por la ley en consideración a la naturaleza del acto (objeto o causa ilícitos) o al interés público. También hay nulidad absoluta cuando actúan absolutamente incapaces.",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,1
"¿Qué es la nulidad relativa o rescisión según el art. 1682 inc. final CC?","La sanción por la omisión de un requisito exigido por la ley en consideración a la calidad o estado de las personas que ejecutan o acuerdan el acto. Ej: incapacidad relativa, vicios del consentimiento (error, fuerza, dolo).",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,1
"¿Qué diferencias hay entre nulidad absoluta y relativa?","1) Causales: absoluta por objeto/causa ilícita, incapacidad absoluta, omisión de solemnidades; relativa por vicios del consentimiento, incapacidad relativa. 2) Legitimación: absoluta puede alegarla cualquier interesado; relativa solo el afectado. 3) Prescripción: absoluta 10 años; relativa 4 años. 4) Saneamiento: la absoluta no se sanea por ratificación; la relativa sí.",DERECHO_CIVIL,LIBRO_IV,TITULO_XX,De la nulidad y la rescisión,2
"¿Qué es la remisión o condonación según el art. 1652 CC?","La renuncia gratuita que el acreedor hace de su derecho, liberando al deudor de su obligación. Es un acto de liberalidad. Puede ser expresa o tácita.",DERECHO_CIVIL,LIBRO_IV,TITULO_XVI,De la remisión,1
"¿Qué es la prescripción extintiva según el art. 2514 CC?","Modo de extinguir las acciones y derechos ajenos por no haberse ejercido durante cierto lapso de tiempo. La regla general es 5 años para acciones ordinarias y 3 años para acciones ejecutivas.",DERECHO_CIVIL,LIBRO_IV,TITULO_XLII,De la prescripción,1
"¿La teoría de la imprevisión tiene cabida en el CC chileno?","No está regulada expresamente. El art. 1545 CC (ley del contrato) y el art. 1546 (buena fe) son los textos más cercanos. La doctrina y jurisprudencia chilena la aceptan limitadamente, sin norma general.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,3
"¿Qué es la resolución del contrato?","El efecto de cumplirse la condición resolutoria: el contrato se deja sin efecto retroactivamente. Opera por CRT (art. 1489, requiere sentencia), por condición resolutoria ordinaria (opera de pleno derecho) o por pacto comisorio.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,2
"¿Qué es el pacto comisorio según el art. 1877 CC?","La condición resolutoria tácita expresada en el contrato. Puede ser simple (reproduce la CRT) o calificado (con cláusula ipso facto). En la compraventa, el pacto comisorio calificado da un plazo de 24 horas para pagar.",DERECHO_CIVIL,LIBRO_IV,TITULO_XII,Del efecto de las obligaciones,3
"¿Qué es la dación en pago?","Convención por la cual el deudor, con consentimiento del acreedor, cumple la obligación entregando una cosa distinta de la debida. Extingue la obligación como si fuera pago. No está regulada expresamente en el CC.",DERECHO_CIVIL,LIBRO_IV,TITULO_XIV,De los modos de extinguirse las obligaciones y primeramente de la solución o pago efectivo,2
