pregunta,respuesta,rama,libro,titulo,materia,dificultad
"¿Tiene excepciones la regla de ejecución?","Sí. Art. 114 COT: 1) Tribunales que conozcan de la revisión de sentencias firmes, 2) Tribunales que conozcan de recursos de apelación, casación o nulidad contra sentencias definitivas penales. En estos casos ejecuta el tribunal que conoció del recurso.",DERECHO_ORGANICO,COT,TITULO_VII,De la ejecución,2
"¿Qué son las cuestiones de competencia?","Incidentes que se promueven para impugnar la competencia del tribunal que conoce de un asunto. Se resuelven por dos vías: inhibitoria (ante el tribunal que se cree competente) o declinatoria (ante el mismo tribunal que conoce).",DERECHO_ORGANICO,COT,TITULO_VII,De las cuestiones de competencia,1
"¿Qué es la declinatoria de competencia?","Incidente que se promueve ANTE el mismo tribunal que está conociendo del asunto, pidiéndole que se declare incompetente y se abstenga de seguir conociendo. Se tramita como excepción dilatoria (art. 101 CPC).",DERECHO_ORGANICO,COT,TITULO_VII,De la declinatoria,1
"¿Qué es la inhibitoria de competencia?","Incidente que se promueve ANTE el tribunal que se cree competente, pidiéndole que se dirija al que está conociendo del asunto para que se inhiba (deje de conocer) y le remita la causa (art. 102 CPC).",DERECHO_ORGANICO,COT,TITULO_VII,De la inhibitoria,1
"¿Cuál es la diferencia principal entre inhibitoria y declinatoria?","Declinatoria: se pide AL MISMO tribunal que conoce que se declare incompetente. Inhibitoria: se pide A OTRO tribunal (que se cree competente) que oficie al que conoce para que se inhiba. Son vías excluyentes: se usa una u otra.",DERECHO_ORGANICO,COT,TITULO_VII,De las cuestiones de competencia,2
"¿Pueden usarse la inhibitoria y la declinatoria simultáneamente?","No. Son vías excluyentes (art. 101 CPC). La parte debe elegir una. Si opta por la declinatoria, no puede después promover inhibitoria, y viceversa.",DERECHO_ORGANICO,COT,TITULO_VII,De las cuestiones de competencia,2
"¿Qué son las contiendas de competencia?","Conflictos entre dos o más tribunales sobre cuál debe conocer de un asunto. Pueden ser positivas (ambos se consideran competentes) o negativas (ambos se declaran incompetentes). Arts. 190-193 COT.",DERECHO_ORGANICO,COT,TITULO_VII,De las contiendas de competencia,1
"¿Qué es una contienda positiva de competencia?","Dos o más tribunales se consideran COMPETENTES para conocer del mismo asunto. Cada uno cree que le corresponde. Se resuelve por el superior jerárquico común.",DERECHO_ORGANICO,COT,TITULO_VII,De las contiendas de competencia,2
"¿Qué es una contienda negativa de competencia?","Dos o más tribunales se declaran INCOMPETENTES para conocer del mismo asunto. Nadie quiere conocer. Se resuelve por el superior jerárquico común.",DERECHO_ORGANICO,COT,TITULO_VII,De las contiendas de competencia,2
"¿Quién resuelve las contiendas de competencia entre tribunales?","1) Si dependen de la misma CA: esa CA. 2) Si dependen de distintas CA: la Corte Suprema. 3) Entre tribunales ordinarios y especiales: la CS. 4) Entre tribunal y autoridad política/administrativa: Senado o TC según el caso (arts. 190-193 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De las contiendas de competencia,2
"¿La regla de radicación se aplica desde que se notifica la demanda?","La doctrina mayoritaria sostiene que la radicación se produce con la notificación válida de la demanda al demandado (emplazamiento). A partir de ese momento, causas sobrevinientes no alteran la competencia.",DERECHO_ORGANICO,COT,TITULO_VII,De la radicación,2
"¿La prórroga de competencia altera la regla de radicación?","No hay contradicción: la prórroga opera ANTES de la radicación (al momento de demandar). Una vez radicada la causa ante el tribunal prorrogado, esa competencia es definitiva (art. 109).",DERECHO_ORGANICO,COT,TITULO_VII,De la radicación,2
"¿Cuál es la relación entre la regla de extensión y la reconvención?","La extensión permite al tribunal que conoce de la demanda principal conocer también de la reconvención, aunque esta pudiera corresponder a otro tribunal. Lo accesorio sigue a lo principal (art. 111 COT).",DERECHO_ORGANICO,COT,TITULO_VII,De la extensión,2
"¿Cómo se resuelve una contienda entre un tribunal ordinario y una autoridad administrativa?","Si es entre tribunal y autoridad política/administrativa: resuelve el Senado (art. 53 Nº 3 CPR). Si es contienda entre tribunal superior y autoridad administrativa: resuelve el Tribunal Constitucional.",DERECHO_ORGANICO,COT,TITULO_VII,De las contiendas de competencia,3
