pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"En los interdictos posesorios el tribunal:","No discute dominio, solo posesión. Protección rápida del estado posesorio","Declara quién es el dueño","Resuelve sobre la prescripción adquisitiva","Ordena la inscripción del dominio",0,"Las acciones posesorias protegen la posesión como hecho jurídico, sin entrar al fondo del dominio. El dominio se discute en juicio ordinario.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"La denuncia de obra nueva busca:","La suspensión de una obra nueva que perjudica la posesión del denunciante (arts. 565-570 CPC)","La demolición de un edificio terminado","El pago de indemnización por lucro cesante","La expropiación del terreno",0,"Arts. 565-570 CPC: el tribunal ordena la suspensión provisional de la obra. Si se acoge definitivamente, puede ordenar demolición o modificación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_IV,De los interdictos posesorios,2
"Los juicios de arrendamiento de predios urbanos se rigen por:","La Ley 18.101 y supletoriamente el procedimiento sumario del CPC","El juicio ordinario del CPC","El juicio ejecutivo","La Ley de Quiebras",0,"Ley 18.101: ley especial para arrendamientos urbanos. Se tramitan como juicio sumario con modificaciones propias.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,1
"El plazo de desahucio para el arrendador en arrendamientos mes a mes es:","2 meses de anticipación (art. 3 Ley 18.101)","1 mes","6 meses","No requiere desahucio",0,"Art. 3 Ley 18.101: el arrendador necesita 2 meses. El arrendatario solo necesita un período de pago (1 mes).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"El plazo para la restitución del inmueble después de la sentencia es:","No inferior a 30 días ni superior a 6 meses, fijado por el juez (art. 13 Ley 18.101)","Inmediato: el día de la sentencia","30 días fijos","1 año en todos los casos",0,"Art. 13 Ley 18.101: el juez fija el plazo dentro del rango. En arrendamientos de habitación puede extenderse hasta 1 año.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"En el juicio de arrendamiento la reconvención:","No procede como regla general, salvo para el cobro de rentas adeudadas","Procede libremente como en el juicio ordinario","Procede solo si el tribunal lo autoriza","Procede sobre cualquier materia relacionada",0,"Ley 18.101: excepción a la reconvención amplia. Solo se permite la reconvención para cobrar rentas impagas.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"El arrendatario puede enervar la acción de desahucio por no pago de rentas:","Pagando las rentas adeudadas + costas dentro del plazo de 10 días desde la notificación de la demanda","Solo pagando antes de la demanda","No puede enervar la acción en ningún caso","Pagando en cualquier momento del juicio",0,"Art. 10 Ley 18.101: derecho a enervar pagando dentro de 10 días. Solo puede ejercerse por una vez en el contrato.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"La acción de terminación por necesidad del arrendador requiere:","Que el arrendador acredite que necesita el inmueble para habitarlo él o su familia directa","Solo que quiera el inmueble de vuelta","Que haya pasado el plazo del contrato","Que el arrendatario haya cometido infracción",0,"Art. 5 Ley 18.101: causal propia de la ley. El arrendador debe probar la necesidad real de habitar el inmueble.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"El subarriendo sin autorización del arrendador:","Es causal de terminación del contrato de arrendamiento","Es válido si el subarrendatario paga directamente","No tiene consecuencia legal","Solo genera multa al arrendatario",0,"Art. 1946 CC + Ley 18.101: el arrendatario no puede subarrendar sin autorización escrita del arrendador. Su infracción es causal de terminación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_VI,Del juicio de arrendamiento,2
"El juicio sumario del art. 680 inc. 2 Nº 6 CPC cubre:","Los casos en que la ley ordene proceder sumariamente o breve y sumariamente","Solo depósito necesario","Solo comodato precario","Solo interdictos posesorios",0,"Art. 680 inc. 2 Nº 6 CPC: cláusula genérica que remite al sumario cada vez que otra ley ordena tramitación breve/sumaria.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XI,Del juicio sumario,2
