pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"Las donaciones entre vivos son como regla general:","Irrevocables, salvo excepcionalmente por ingratitud o incumplimiento de cargas","Siempre revocables a voluntad del donante","Irrevocables incluso por ingratitud","Revocables durante los primeros 5 años",0,"Art. 1386 CC: la irrevocabilidad es la regla. La revocación por ingratitud (art. 1428) es excepcional.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,1
"La donación de un inmueble requiere:","Escritura pública e inscripción en el Conservador de Bienes Raíces","Solo documento privado firmado por ambas partes","Escritura pública sin necesidad de inscripción","Solo inscripción sin escritura pública",0,"La donación de inmuebles es solemne: requiere escritura pública (solemnidad del contrato) e inscripción (tradición del inmueble donado).",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,1
"La donación entre cónyuges no separados judicialmente es:","Siempre revocable mientras dure el matrimonio","Nula por falta de objeto","Irrevocable como cualquier otra donación","Válida solo con autorización judicial",0,"Art. 1137 CC: las donaciones entre cónyuges son siempre revocables. Es una excepción a la irrevocabilidad general del art. 1386.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,2
"La revocación de la donación por ingratitud procede cuando:","El donatario ha cometido una injuria atroz contra el donante","El donatario no agradece verbalmente la donación","El donatario vende el bien donado","Han transcurrido 10 años desde la donación",0,"Art. 1428 CC: injuria atroz del donatario contra el donante. No basta la falta de agradecimiento ni la disposición del bien.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,2
"¿Quién puede hacer la partición de la herencia?","El testador en su testamento, los coasignatarios de común acuerdo, o un juez partidor","Solo un juez ordinario en juicio de partición","Solo los herederos por escritura pública","Solo el albacea testamentario",0,"Arts. 1318-1325 CC: tres formas: testador (en testamento o acto entre vivos), coasignatarios (acuerdo unánime), o juez partidor (árbitro de derecho).",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,1
"Si un heredero acepta sin beneficio de inventario, responde de las deudas:","Ultra vires: con todos sus bienes, incluso los propios, más allá de lo heredado","Solo con los bienes heredados","Solo con los bienes inmuebles de la herencia","No responde de ninguna deuda",0,"Sin beneficio de inventario, el heredero es continuador jurídico y responde ultra vires hereditatis: con todo su patrimonio, no solo con lo heredado.",DERECHO_CIVIL,LIBRO_III,TITULO_XI,Del pago de las deudas hereditarias y testamentarias,2
"La donación con carga o modo según el art. 1404 CC:","Impone al donatario la obligación de cumplir una carga, sin convertir la donación en contrato oneroso","Convierte la donación en compraventa","No requiere insinuación por tener causa onerosa","Es nula porque las donaciones no admiten cargas",0,"Art. 1404 CC: la carga impuesta no cambia la naturaleza gratuita de la donación, salvo que la carga sea equivalente al beneficio (en cuyo caso sería oneroso).",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,2
"La partición de común acuerdo requiere:","Que todos los coasignatarios sean capaces y estén de acuerdo","Solo la mayoría simple de los herederos","Autorización del juez partidor","Que no haya deudas hereditarias pendientes",0,"Art. 1325 CC: la partición de común acuerdo exige unanimidad y plena capacidad de todos los comuneros. Si hay incapaces, debe hacerse ante juez partidor.",DERECHO_CIVIL,LIBRO_III,TITULO_X,De la partición de bienes,2
"El legatario responde de las deudas hereditarias:","Subsidiariamente, solo si no hay bienes suficientes en la herencia para pagarlas","Siempre, en la misma proporción que los herederos","Nunca, bajo ninguna circunstancia","Solo si el testamento lo establece expresamente",0,"Art. 1362 CC: los legatarios no son responsables directos de las deudas. Pero si no hay bienes suficientes, deben contribuir subsidiariamente con reducción de sus legados.",DERECHO_CIVIL,LIBRO_III,TITULO_XI,Del pago de las deudas hereditarias y testamentarias,2
"¿Puede donarse todos los bienes presentes?","Sí, pero la donación universal de bienes presentes requiere insinuación y es nula si no se reservan bienes suficientes para la subsistencia del donante (art. 1408 CC)","No, está absolutamente prohibido donar todos los bienes","Sí, sin restricción alguna","Solo si se dona al cónyuge",0,"Art. 1408-1409 CC: la donación de todos los bienes requiere que el donante reserve lo necesario para su congrua sustentación. No pueden donarse bienes futuros.",DERECHO_CIVIL,LIBRO_III,TITULO_XIII,De las donaciones entre vivos,2
