pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"¿Cuál es el orden de preferencia para designar guardas?","Testamentarias, legítimas, dativas","Legítimas, testamentarias, dativas","Dativas, legítimas, testamentarias","Judiciales, legales, voluntarias",0,"Arts. 354-370 CC: 1º testamentarias (designadas por testamento del padre/madre), 2º legítimas (designadas por ley), 3º dativas (designadas por juez a falta de las anteriores).",DERECHO_CIVIL,LIBRO_I,TITULO_XIX,De las tutelas y curadurías en general,2
"¿Qué obligación tiene el guardador al asumir el cargo?","Confeccionar inventario solemne de los bienes del pupilo y rendir caución","Solo jurar que administrará diligentemente","Depositar una suma de dinero en el tribunal","Inscribir el nombramiento en el Conservador de Bienes Raíces",0,"Art. 374 CC: el guardador debe confeccionar inventario solemne de los bienes del pupilo y constituir caución suficiente. Sin inventario, no puede ejercer el cargo.",DERECHO_CIVIL,LIBRO_I,TITULO_XIX,De las tutelas y curadurías en general,2
"La interdicción por prodigalidad convierte al disipador en:","Relativamente incapaz, sujeto a curaduría","Absolutamente incapaz","Persona privada de derechos civiles","Menor de edad para efectos legales",0,"Art. 1447 CC: los disipadores que se hallan bajo interdicción de administrar lo suyo son relativamente incapaces. Pueden actuar con autorización del curador.",DERECHO_CIVIL,LIBRO_I,TITULO_XXVI,De la curaduría del disipador,2
"Según el art. 545 CC, las personas jurídicas son:","Personas ficticias capaces de ejercer derechos y contraer obligaciones civiles","Agrupaciones de personas sin personalidad propia","Patrimonios autónomos sin capacidad jurídica","Contratos multilaterales entre personas naturales",0,"Art. 545 CC: la persona jurídica es ficticia (no real como la natural), pero tiene capacidad plena para ejercer derechos, contraer obligaciones y ser representada judicial y extrajudicialmente.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"¿Cuál es la diferencia esencial entre corporación y fundación?","En la corporación el elemento esencial son las personas asociadas; en la fundación es el patrimonio afectado a un fin","La corporación tiene fines de lucro y la fundación no","La corporación es pública y la fundación privada","No hay diferencia: son sinónimos",0,"Art. 545 inc. 2 y 3 CC: la corporación es una asociación de personas; la fundación es una afectación de bienes a un fin. El sustrato es distinto: personal vs. patrimonial.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"Según la Ley 20.500, las corporaciones y fundaciones sin fines de lucro obtienen personalidad jurídica:","Por el depósito de acta constitutiva y estatutos en el Registro del Servicio de Registro Civil","Por decreto supremo del Presidente de la República","Por sentencia judicial del tribunal civil competente","Por inscripción en el Conservador de Bienes Raíces",0,"Ley 20.500 (2011) simplificó la constitución: sistema registral automático mediante depósito en el Registro Civil. Se eliminó la concesión por decreto presidencial.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,2
"¿Cuál de los siguientes NO es un atributo de las personas jurídicas?","Estado civil","Nombre o razón social","Domicilio","Patrimonio propio",0,"Las personas jurídicas tienen nombre, domicilio, nacionalidad, patrimonio y capacidad. NO tienen estado civil (no pueden ser solteras, casadas, etc.).",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,1
"Los bienes de una corporación o fundación extinguida que no tienen destino en los estatutos:","Pasan a la institución de beneficencia que designe el Presidente de la República","Se reparten entre los asociados en partes iguales","Pasan al Fisco","Quedan sin dueño como bienes vacantes",0,"Art. 561 CC: si los estatutos nada prevén, los bienes pertenecerán al Estado con la obligación de emplearlos en objetos análogos al de la institución extinguida.",DERECHO_CIVIL,LIBRO_I,TITULO_XXXIII,De las personas jurídicas,3
"El estado civil se prueba principalmente por:","Las partidas del Registro Civil","Declaración jurada ante notario","Testimonios de familiares directos","Certificado emitido por el juez de familia",0,"Art. 305 CC: el estado civil se prueba por las respectivas partidas de matrimonio, de muerte y de nacimiento o bautismo del Registro Civil.",DERECHO_CIVIL,LIBRO_I,TITULO_XVII,De las pruebas del estado civil,1
"A los hermanos se les deben:","Solo alimentos necesarios","Alimentos congruos","Alimentos congruos y gastos de educación","No se les deben alimentos",0,"Art. 326 inc. 2 CC: a los hermanos solo se deben alimentos necesarios (lo indispensable para subsistir), no congruos. Es la forma más básica de alimentos.",DERECHO_CIVIL,LIBRO_I,TITULO_XVIII,De los alimentos que se deben por ley a ciertas personas,2
