afirmacion,respuesta,explicacion,rama,libro,titulo,materia,dificultad
"En El Diario se otorga XP por publicar artículos.",false,"Se otorga XP por LEER artículos (3/semana = bonificación). NO por publicar. Evita incentivar volumen sin calidad.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,INTEGRACION,De la integracion,2
"Un artículo publicado en revista con ISSN es citable en currículum académico.",true,"ISSN = identificación internacional para publicaciones periódicas. Otorga citabilidad formal reconocida en academia.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,REVISTA,De la Revista,2
"Las máximas de experiencia son un medio de prueba establecido en el CPC.",false,"No son prueba ni norma jurídica. Son reglas de conocimiento común que el juez usa para VALORAR la prueba rendida. Pilar de la sana crítica.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"La parte expositiva de la sentencia contiene el razonamiento jurídico del tribunal.",false,"La expositiva contiene los HECHOS y pretensiones. El razonamiento jurídico está en la parte CONSIDERATIVA (ratio + obiter).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,1
"El cierre editorial del Expediente Abierto sintetiza los argumentos más sólidos de cada posición.",true,"Al cerrar el debate, la plataforma publica nota con los mejores argumentos + norma y jurisprudencia relevante + premio Mejor Alegato.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,FORMATO_D,Del Expediente Abierto,2
"La casación en el fondo crea precedente formalmente vinculante para todos los tribunales.",false,"La casación fija la correcta interpretación pero NO crea precedente vinculante formal. De facto los tribunales siguen el criterio para evitar ser casados.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la unificacion,3
"La cosa juzgada afecta a toda la población como si fuera una ley general.",false,"La cosa juzgada solo afecta a las PARTES del juicio (triple identidad: mismas partes, mismo objeto, misma causa de pedir, art. 177 CPC).",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la cosa juzgada,2
"En sana crítica el juez puede valorar la prueba sin necesidad de fundamentar su decisión.",false,"La sana crítica exige fundamentación según 3 pilares: principios de la lógica, máximas de experiencia y conocimientos científicamente afianzados.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la valoracion,2
"El debate jurídico formal en El Diario requiere que ambos autores publiquen réplica.",true,"Formato completo: tesis + antítesis + votación + réplica de ambos autores. Obliga a argumentar con rigor y responder objeciones.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,FORMATO_DEBATE,Del debate formal,2
"La sentencia definitiva requiere 6 requisitos según el art. 170 CPC.",true,"Art. 170: designación de partes, peticiones y defensas, consideraciones de hecho y derecho, leyes aplicadas, decisión, pronunciamiento sobre costas.",DERECHO_PROCESAL_CIVIL,MODULO_DIARIO,JURISPRUDENCIA,De la estructura,2
