pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"La prescripción debe ser alegada según el art. 2493 CC. Esto significa que:","El juez no puede declararla de oficio; debe ser invocada por quien se beneficia","Opera automáticamente al cumplirse el plazo","El juez debe declararla siempre que advierta su procedencia","Se presume alegada si el demandado no contesta",0,"Art. 2493 CC: la prescripción no opera de pleno derecho. Debe ser alegada como acción o excepción. El juez no puede suplirla.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"¿Puede renunciarse la prescripción antes de cumplirse?","No, la renuncia anticipada está prohibida por el art. 2494 CC","Sí, siempre que conste por escritura pública","Sí, si ambas partes lo acuerdan","Solo si el juez lo autoriza",0,"Art. 2494 CC: no puede renunciarse anticipadamente. Una vez cumplida, puede renunciarse expresa o tácitamente (ej: reconociendo la deuda prescrita).",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"La prescripción adquisitiva ordinaria de muebles requiere:","Posesión regular durante 2 años","Posesión regular durante 5 años","Posesión irregular durante 10 años","Posesión de buena fe durante 1 año",0,"Art. 2508 CC: muebles = 2 años de posesión regular; inmuebles = 5 años de posesión regular.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"La prescripción adquisitiva extraordinaria según el art. 2510 CC:","No requiere título ni buena fe; basta posesión de 10 años","Requiere justo título pero no buena fe durante 15 años","Requiere buena fe pero no título durante 20 años","Requiere posesión inscrita durante 10 años",0,"Art. 2510 CC: la extraordinaria exige solo posesión de 10 años. No se exige título (se presume) ni buena fe (se presume de derecho).",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,1
"La interrupción civil de la prescripción se produce por:","Toda demanda judicial del que se pretende verdadero dueño","El solo abandono material de la cosa por el poseedor","Una carta notarial enviada al poseedor","La publicación en el Diario Oficial de la reclamación del dueño",0,"Art. 2503 CC: interrupción civil = demanda judicial. No basta una gestión extrajudicial. Hay excepciones: no interrumpe si la notificación es ilegal, hay desistimiento, abandono o sentencia absolutoria.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"La suspensión de la prescripción ordinaria opera a favor de:","Menores, dementes, sordomudos y la herencia yacente","Todas las personas sin distinción","Solo las personas jurídicas","Solo los cónyuges entre sí",0,"Art. 2509 CC: la suspensión es un beneficio especial para incapaces (menores, dementes, sordomudos), herencia yacente y entre cónyuges.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"¿Opera la suspensión en la prescripción extraordinaria?","No, salvo siempre entre cónyuges","Sí, en todos los mismos casos que la ordinaria","No, sin excepción alguna","Solo respecto de menores de edad",0,"Art. 2511 CC: la extraordinaria NO se suspende a favor de las personas del art. 2509, EXCEPTO que siempre se suspende entre cónyuges.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,3
"La sentencia que declara la prescripción adquisitiva de un inmueble:","Debe inscribirse en el Conservador de Bienes Raíces","No requiere inscripción alguna","Se inscribe en el Registro Civil","Se publica en el Diario Oficial",0,"Art. 2513 CC: la sentencia que declara prescripción adquisitiva de inmuebles debe inscribirse en el CBR para ser oponible a terceros.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
"La diferencia principal entre acción reivindicatoria y acción posesoria es:","La reivindicatoria protege el dominio; la posesoria protege la posesión","La reivindicatoria es más rápida que la posesoria","La posesoria requiere escritura pública y la reivindicatoria no","La reivindicatoria solo procede para muebles y la posesoria para inmuebles",0,"Distinción fundamental: reivindicatoria = prueba de dominio (más difícil); posesoria = prueba de posesión de un año (más fácil). La reivindicatoria procede para muebles e inmuebles; la posesoria solo inmuebles.",DERECHO_CIVIL,LIBRO_II,TITULO_XIII,De las acciones posesorias,2
"La denuncia de obra nueva según el art. 930 CC busca:","La suspensión de una obra nueva que se construye sobre el suelo del poseedor o que embaraza una servidumbre","La demolición de un edificio que amenaza ruina","La indemnización de perjuicios por construcción en suelo ajeno","El cierre de una industria que genera contaminación",0,"Art. 930 CC: denuncia de obra NUEVA = suspensión de construcción en curso. La denuncia de obra RUINOSA (art. 932) busca demolición o reparación de edificio que amenaza ruina.",DERECHO_CIVIL,LIBRO_II,TITULO_XIV,De algunas acciones posesorias especiales,2
