pregunta,opcion_a,opcion_b,opcion_c,opcion_d,correcta,explicacion,rama,libro,titulo,materia,dificultad
"El recurso de queja procede contra:","Sentencias definitivas o interlocutorias que no sean susceptibles de recurso alguno (art. 545 COT)","Cualquier resolución judicial","Solo contra sentencias de la Corte Suprema","Solo contra autos y decretos",0,"Art. 545 COT: requisito de subsidiariedad. Solo procede cuando NO hay otro recurso disponible. Es disciplinario.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,Del recurso de queja,2
"El recurso de revisión permite a la Corte Suprema:","Invalidar sentencias firmes por vicios gravísimos (documentos falsos, prevaricación, cohecho)","Modificar cualquier sentencia firme","Revisar la prueba rendida en el juicio","Ampliar el plazo para apelar",0,"Art. 810 CPC: recurso excepcionalísimo contra sentencias FIRMES. Causales taxativas de fraude procesal.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XX,De la revisión,2
"Si se acoge la casación en el fondo, la Corte Suprema:","Invalida la sentencia y dicta sentencia de reemplazo aplicando correctamente la ley (art. 785)","Reenvía al tribunal inferior para nuevo juicio","Solo declara la nulidad sin resolver el fondo","Ordena repetir el término probatorio",0,"Art. 785 CPC: la CS no reenvía. Dicta sentencia de reemplazo resolviendo el fondo con la ley correctamente aplicada.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,2
"La omisión de un trámite esencial es causal de casación en la forma Nº:","9 del art. 768 CPC","1 del art. 768","4 del art. 768","5 del art. 768",0,"Art. 768 Nº 9 CPC: en relación con arts. 795 (1ª instancia) y 800 (2ª instancia). Ej: omisión del emplazamiento o de la conciliación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"La adhesión a la apelación permite al apelado:","Pedir la reforma de la sentencia en la parte que le es desfavorable (art. 216 CPC)","Desistirse de la contestación de la demanda","Interponer demanda reconvencional","Solicitar medidas precautorias",0,"Art. 216 CPC: el apelado aprovecha la apelación del contrario para pedir reforma en su favor. Sin adhesión, la Corte solo revisa lo pedido por el apelante.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La casación en la forma y en el fondo pueden interponerse:","Conjuntamente en un mismo escrito, dentro de 15 días (art. 770 CPC)","Solo por separado en escritos distintos","La forma antes que el fondo","Solo una de las dos, nunca ambas",0,"Art. 770 CPC: pueden deducirse en el mismo escrito. Si se acoge la de forma, la de fondo es innecesaria. Si se rechaza la de forma, se analiza la de fondo.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en la forma,2
"La apelación de la sentencia definitiva de primera instancia se concede como regla general en:","Ambos efectos (devolutivo y suspensivo, art. 195 CPC)","Solo efecto devolutivo","Sin efecto alguno","Efecto suspensivo solamente",0,"Art. 195 CPC: regla general para definitivas = ambos efectos. La sentencia NO puede cumplirse mientras pende la apelación.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La resolución que declara desierta o prescrita la apelación:","Es inapelable","Es apelable ante la Corte Suprema","Es susceptible de casación","Admite reposición solamente",0,"Art. 201 CPC: la deserción y la prescripción de la apelación producen resoluciones inapelables.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"¿Cuándo prescribe el recurso de apelación?","Si no se dicta resolución alguna en más de 3 meses (en primera) o 1 mes (en segunda instancia) desde la última gestión útil (art. 211 CPC)","Nunca prescribe","A los 6 meses de interpuesto","Al año de la sentencia",0,"Art. 211 CPC: prescripción por inactividad. Es distinta de la deserción (por no comparecer en segunda instancia o no pagar las compulsas).",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XVIII,De la apelación,2
"La casación en el fondo NO permite revisar:","Los hechos establecidos por los jueces del fondo (solo revisa la aplicación del derecho)","La correcta aplicación de la ley","La interpretación de normas jurídicas","La calificación jurídica de los hechos",0,"La CS no es tercera instancia. Acepta los hechos como los fijó la Corte de Apelaciones. Solo revisa si la ley se aplicó correctamente a esos hechos.",DERECHO_PROCESAL_CIVIL,LIBRO_III,TITULO_XIX,De la casación en el fondo,2
