model,id,own_rama,target_rama,aplica,confidence,razon
mcq,cmnnwpm4u007u540z4vql6ftx,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,Los actos procesales mencionados son relevantes en ambas ramas.
mcq,cmnnwwr5f040f540zf88n5gja,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en procedimientos del COT, sin relación sustancial con el CC."
mcq,cmnnxdxu900pmr30zrzl6cy0x,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El secuestro tiene relevancia en CC y CPC como medida precautoria.
trueFalse,cmnnwwrnp040p540z97ssj1pv,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,El ejercicio se centra en el COT y no aborda temas civiles sustancialmente.
trueFalse,cmnnwwkyz03x3540z31c84rds,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El estado civil es un tema de orden público, no se relaciona sustancialmente con el CC."
trueFalse,cmnnwyq58052d540zsh65i8wr,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El rol del receptor en el juicio ejecutivo es relevante en CPC y COT.
definicion,cmnnwx50m047y540zlqdyt8zu,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en procedimientos no contenciosos del COT, sin relación sustancial con el CC."
flashcard,cmnnww1gt03mp540zbu4bdtts,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los actos no contenciosos mencionados son relevantes en Derecho Civil y Procesal.
flashcard,cmnnwycq704v7540zd8gerw27,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El arbitraje sigue reglas del CPC, por lo que es relevante en ambas ramas."
mcq,cmnnwypqj0525540zil3fnryo,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El receptor es clave en ambos, COT y CPC, en el contexto de juicios ejecutivos."
mcq,cmnnwzk4u05ih540zg6dfdqxu,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La implicancia del juez se regula en el COT, por lo que aplica a ambas ramas."
definicion,cmnnwykb504zb540zx63cfaiv,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El receptor judicial actúa en ambos ámbitos, notificando en procesos civiles."
flashcard,cmnnwylbs04zv540zdgkle7sw,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los receptores y la tradición de inmuebles son temas comunes en CPC y CC.
flashcard,cmn16pn2900t7fp0zer1civ7g,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,La interrupción de la prescripción se relaciona con la demanda judicial en CPC.
flashcard,cmn1734f600a2p50zq7rc273s,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,El tema de la autorización para gravar bienes está en el CC y CPC.
flashcard,cmn1734nw00a7p50zt5micssa,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los actos no contenciosos también tienen relevancia en el Derecho Civil.
flashcard,cmn3wjwj501pz310zgy3sey87,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La acción reivindicatoria es un concepto del CC que se aplica en CPC.
flashcard,cmn3wjwky01q0310zezxyhrwj,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"Ambas acciones son fundamentales en el CC y CPC, discutiendo propiedad y posesión."
flashcard,cmn3wkbx301y9310z7uy0fsw9,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,La competencia de tribunales se regula en el COT y es esencial en el CPC.
flashcard,cmnnwvrwg03ho540zm5ytly41,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"El concepto de interés jurídico es relevante en ambas ramas, especialmente en sucesiones."
flashcard,cmnnwshjs01r7540zuxgn4n1q,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,"La prueba de obligaciones es relevante en ambos códigos, civil y procesal."
flashcard,cmnnwxtoa04kz540zy703gl9m,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La subrogación del juez se regula en el COT, por lo que aplica a ambas ramas."
flashcard,cmno442d800cxos0zkbqd69zi,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,El derecho de retención se regula en el CC y tiene efectos en el CPC.
flashcard,cmnnwzdgq05ey540z3t6o2ob0,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,El ejercicio aborda temas del COT que son fundamentales en Derecho Orgánico.
flashcard,cmnnwzfar05fx540zgklwxstu,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"El ejercicio aborda la implicancia del juez, que es un tema del COT y afecta el CPC."
flashcard,cmnnwzhoj05h7540z1ftmw9qj,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Las medidas conservativas del CC son fundamentales para entender las precautorias del CPC.
flashcard,cmnnww6ok03pi540zfozf9lid,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La nulidad por incompetencia territorial se relaciona con el CPC y su procedimiento.
flashcard,cmnnwyl0u04zp540zyyd7hbe0,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,La tradición y su inscripción son conceptos clave en ambos códigos.
flashcard,cmnnwyp2d051s540z061k01ry,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,Los auxiliares mencionados son fundamentales en el CPC para el juicio ejecutivo.
flashcard,cmnnwyp64051u540z9qje6s6j,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El ejercicio trata sobre notificaciones, que son relevantes en ambas ramas."
flashcard,cmnnwwsq2041a540z2u3aagdb,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en la clasificación de tribunales, no en normas civiles."
flashcard,cmnnwwsmc0418540zvh1yde4g,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Los asuntos de familia también tienen implicancias en el Derecho Civil, como la filiación y alimentos."
flashcard,cmn3whp2x00jx310zlbc6n1mo,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El incidente de nulidad y el emplazamiento son temas de ambas ramas.
flashcard,cmn3wkc6701ye310zuy37m3cr,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,Ambas nulidades son interdependientes en el contexto de un proceso judicial.
flashcard,cmnnwvq1503gn540zao0wjyyl,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los actos no contenciosos son relevantes en Derecho Civil al afectar sucesiones y particiones.
flashcard,cmnnwyl9z04zu540zq3pn3i8z,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"Los receptores son clave en el juicio ejecutivo, que es parte del CPC."
flashcard,cmnnwyz8c0579540zhfz81nzh,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El tema de la nulidad de notificaciones es relevante en ambas ramas.
flashcard,cmnnwz0v30585540zulech3pu,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"Las inhabilidades afectan directamente el procedimiento civil, conectando ambas ramas."
flashcard,cmn3wkn0l0246310z6fm7smgw,DERECHO_CIVIL,DERECHO_ORGANICO,true,high,La prórroga de competencia es un tema que se regula en el COT y afecta el Derecho Civil.
flashcard,cmnnwyiuw04yj540z5omzbx7o,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"La escritura pública es relevante en ambos códigos, especialmente en actos civiles."
flashcard,cmnnwtidv02aw540z0l8g66wi,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,La subrogación de jueces está regulada en ambos cuerpos normativos.
mcq,cmn172y8i007up50zen82gu07,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"El ejercicio se centra en la posesión, sin abordar el dominio en el CC."
mcq,cmn174uie00yrp50zl20xx33k,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"El ejercicio se centra en la casación, que es específico del CPC y no del COT."
mcq,cmn17dmry007hy40zfiv7mo5p,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,false,high,El ejercicio se centra en el COT y no aborda temas del CPC.
mcq,cmn3wjsuz01o0310zxexljklx,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"El ejercicio se centra en la casación, sin relación sustancial con el COT."
mcq,cmn3wjxz001qr310znk0529zh,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Las acciones posesorias y reivindicatorias son relevantes en CC y CPC.
mcq,cmn3wknxr024o310z3ceg5pln,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La prórroga de competencia se regula en ambos cuerpos legales, COT y CPC."
mcq,cmno43qw10077os0zqr5ddgsk,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El recurso de revisión es parte del CPC y afecta la cosa juzgada, relevante en ambos campos."
mcq,cmnnwwtd0041m540zaefce7fz,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Los temas de familia también están en el Código Civil, como matrimonio y filiación."
mcq,cmnnwwxt70441540zhan84l9e,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La incompetencia del tribunal afecta tanto al COT como al CPC en el proceso judicial.
trueFalse,cmn3wjzao01rh310zqdu47nee,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La acción reivindicatoria se relaciona con el dominio en el CC y la posesión en el CPC.
trueFalse,cmnnwth9j02aa540z3cs9udpz,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"La contienda de competencia es un tema del CPC, sin sustancia en COT."
trueFalse,cmnnwwtrz041u540zwr1pi24z,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"La violencia intrafamiliar es específica de tribunales de familia, no del CC."
trueFalse,cmno442y800d7os0zks3rrdzk,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La retención tiene efectos en ambas ramas, como garantía real en CPC y CC."
trueFalse,cmnnwvqvv03h4540zlvvef2m6,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Ambos conceptos son regulados en el CC y tienen implicancias procesales en el CPC.
definicion,cmn3wdm6w00qnza0z29uli2b9,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Las excepciones perentorias afectan derechos sustantivos del CC y se usan en CPC.
definicion,cmnnwtfdu0299540zh4zmugzk,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"La vía inhibitoria es un tema específico del CPC, sin sustancia en COT."
definicion,cmnnwwryp040v540z1wcyeam6,DERECHO_ORGANICO,DERECHO_CIVIL,true,medium,El Tribunal de familia trata temas de derecho civil como matrimonio y filiación.
definicion,cmnnwyon8051k540z1vwd6t21,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"Los auxiliares en juicio ejecutivo son relevantes en ambas ramas, COT y CPC."
definicion,cmnnwyop3051l540zpfr1q8z8,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,La cadena título-modo es fundamental en Derecho Civil para la transmisión de propiedad.
definicion,cmnnwziz305hv540z1w681i40,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,medium,La competencia también se relaciona con la estructura de los tribunales en el COT.
flashcard,cmn3wgxf3005l310zhuv1alqa,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,La interrupción de la prescripción se relaciona con la demanda judicial en CPC.
flashcard,cmn173ize00fnp50z8e86bzjg,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,El receptor judicial es relevante en ambas ramas por su función en el proceso judicial.
flashcard,cmn172vq6006rp50z0fkrt7jl,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,El juicio sumario es específico del CPC y no tiene aplicación directa en el CC.
flashcard,cmn3wh86m00ba310zl0a6i9v4,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La prescripción es un tema central en ambos códigos, afectando derechos y acciones."
flashcard,cmn3wjm7q01kh310zzic52dpy,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"El recurso de casación es específico del CPC, sin relación sustancial con el COT."
flashcard,cmn172q1p004ap50zi6nf1gjp,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La tercería de posesión involucra conceptos de posesión del CC y su aplicación en el CPC.
flashcard,cmn172qct004fp50zmlp8dt52,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"Las tercerías son incidentes procesales, no temas del derecho sustantivo civil."
flashcard,cmn3wh2nb008d310zotirkpy7,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,La interrupción de la prescripción involucra aspectos de procedimiento civil.
flashcard,cmn172wqf0075p50zckc5l4gt,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"El ejercicio se centra en el procedimiento, no en el fondo del derecho civil."
flashcard,cmnnwtndq02dg540zcdzr6084,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,El ejercicio se centra en distinciones del CPC sin relación sustancial con el COT.
flashcard,cmnnwxnt904hu540zv5lop2w9,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,El ejercicio se centra en el CPC y no aborda temas del COT.
flashcard,cmnnwyj3y04yo540ztyp6roc7,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"Los notarios son regulados en el COT, por lo que el tema es relevante en ambas ramas."
flashcard,cmnnwzf0p05fs540z5qlrnsuz,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,La competencia absoluta del COT afecta directamente el procedimiento del CPC.
flashcard,cmnnwtq6i02es540zohtip4bx,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"Las excepciones dilatorias conectan con normas del Código Civil, como la fianza."
flashcard,cmnnwwhix03v8540zqtekow4u,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en la jurisdicción no contenciosa del CPC, sin relación sustancial al CC."
flashcard,cmnnwwk7403wo540zlpk7uqmv,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"Conecta conceptos del COT con normas del CPC y CC, mostrando su interrelación."
flashcard,cmnnwwk8z03wp540zz6xl5q1c,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,El ejercicio se centra en la jurisdicción y no aborda temas del Derecho Civil.
flashcard,cmnnwyas704u5540zzdvwdtc0,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en arbitraje, no en temas civiles específicos."
flashcard,cmn3wkcha01yk310zbh9kk4db,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El abandono del procedimiento es un tema relevante en CPC y afecta la prescripción en CC.
flashcard,cmnnwt0650214540zqc2wmx8z,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"El ejercicio se centra en notificaciones del CPC, sin sustancia en COT."
flashcard,cmno43pjc006gos0z0zn850ug,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El ejercicio menciona recursos del CPC que son relevantes en el contexto del COT.
flashcard,cmnnxdw7u00our30z5ag7myq0,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,"El secuestro tiene relevancia en ambas ramas, civil y procesal."
flashcard,cmnnwyv7f0554540z3dkptb47,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El abandono de la recusación se relaciona directamente con el CPC y su procedimiento.
flashcard,cmnnxdwd800oxr30z0uzue5jv,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El secuestro judicial de inmuebles es relevante en CPC como medida precautoria.
flashcard,cmnnwyj2604yn540zkn23sn5q,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,La compraventa de inmuebles es un tema central en Derecho Civil y Derecho Orgánico.
flashcard,cmnnwtiqp02b3540zhq4wpl2e,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"El ejercicio aborda causales en COT y procedimiento en CPC, conectando ambas ramas."
mcq,cmn16po1r00tmfp0z2rq169ph,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El juicio reivindicatorio es un tema que conecta CC y CPC en su procedimiento.
mcq,cmn1741lb00n5p50zc1bsl7wh,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"El ejercicio se centra en procedimientos del CPC, sin relación sustancial con el CC."
mcq,cmn17e92n00gdy40z0vkyv4zu,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"La recusación amistosa se regula en el CPC, por lo que aplica a ambas ramas."
mcq,cmn3wkiz3021z310zg0f2m7iq,DERECHO_CIVIL,DERECHO_ORGANICO,false,high,"La subrogación legal es un tema del CC, sin relación sustancial con el COT."
mcq,cmn172yur0083p50zkzdgahqz,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,"El ejercicio se centra en el procedimiento civil, sin conexión sustancial al Derecho Civil."
mcq,cmn3wjspi01nx310z47fd7qtb,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,El ejercicio se centra en el CPC y no aborda temas del COT.
mcq,cmnnwugfq02sc540zvmn50vg2,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,"El recurso de apelación es específico del CPC, sin relación sustancial con el COT."
mcq,cmnnwtgt102a1540z5l0wh12l,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,La declinatoria es un concepto del CPC sin relación sustancial con el COT.
mcq,cmn172rb8004vp50zc3tgzfi6,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,false,high,El ejercicio se centra en el CPC y no aborda temas del CC de forma sustancial.
mcq,cmn1748xu00q4p50zf9pa6j7f,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La notificación interrumpe la prescripción extintiva, relevante en ambas ramas."
mcq,cmnnwwkm403ww540zra0t7d48,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"El estado civil y alimentos futuros son temas de ambos códigos, COT y CC."
mcq,cmnnwwkny03wx540zegah7txd,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El avenimiento es relevante en ambas ramas por su naturaleza como título ejecutivo.
mcq,cmnnxdyek00pxr30zpki08opp,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,La transacción afecta tanto al CC como al CPC en el contexto de excepciones.
mcq,cmnnwwr7b040g540zk8c7ndsu,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La cuantía es relevante tanto en COT como en CPC para la fijación de competencias y recursos.
mcq,cmnnwx6nb048u540z35xbfnzn,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en el procedimiento administrativo, no en normas del CC."
mcq,cmnnwt102021k540zrky979wn,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,true,high,"La notificación personal es relevante en ambos códigos, CPC y COT."
trueFalse,cmn16ppue00udfp0z60j6b5lz,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,false,high,"El ejercicio se centra en el derecho sustantivo, no en el procedimiento."
trueFalse,cmn3whasf00co310zreh9jx3f,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,"La prescripción adquisitiva es relevante en ambas ramas, como acción y excepción."
trueFalse,cmnnwym6a050b540z0qibe9h7,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,"El embargo es un acto procesal que se regula en el CPC, por lo que aplica a ambas ramas."
definicion,cmnnwya5u04tt540zxgkriwub,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en el arbitraje, que es específico del COT."
definicion,cmn3wcjj0004nza0zcr0dvcwm,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,La prescripción adquisitiva es un tema que pertenece tanto al CC como al CPC.
definicion,cmnnwszek020p540zmv999by3,DERECHO_PROCESAL_CIVIL,DERECHO_ORGANICO,false,high,La notificación personal es específica del CPC y no tiene sustancia en el COT.
definicion,cmnnwxxey04n0540zy3w1dt2d,DERECHO_ORGANICO,DERECHO_CIVIL,false,high,"El ejercicio se centra en tribunales de familia, sin conexión sustancial al Derecho Civil."
definicion,cmnnwvox903g1540zj5g1ylk1,DERECHO_PROCESAL_CIVIL,DERECHO_CIVIL,true,high,Los actos no contenciosos también son relevantes en el ámbito del Derecho Civil.
definicion,cmnnxdug900nxr30zdk6yazl5,DERECHO_CIVIL,DERECHO_PROCESAL_CIVIL,true,high,El secuestro tiene relevancia en CPC como medida cautelar en procesos civiles.
definicion,cmnnwykcy04zc540zjnugjvda,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,El registro de propiedad y su efecto en la tradición son temas del CC.
flashcard,cmnnwwmhr03xw540ztk9brs5y,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,El ejercicio aborda temas de jurisdicción y ejecución que son relevantes en CPC.
flashcard,cmnnwwoac03yv540zslb1sso6,DERECHO_ORGANICO,DERECHO_CIVIL,true,high,"Conecta la jurisdicción con normas del CC, abarcando temas de Derecho Civil."
flashcard,cmnnwz4sn05aa540z3tr8v409,DERECHO_ORGANICO,DERECHO_PROCESAL_CIVIL,true,high,La declinatoria es un tema que involucra tanto COT como CPC en su tramitación.
